id,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
2688,Indigo,6E-879,Hyderabad,Morning,one,Evening,Kolkata,Economy,6.25,30,6207
2689,Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Economy,11.25,30,4796
2690,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,20.33,5,7584
2691,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,15,14944
2692,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,13,9840
2693,Air_India,AI-738,Bangalore,Morning,one,Afternoon,Kolkata,Business,4.17,45,31292
2694,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.08,19,4363
2695,SpiceJet,SG-251,Mumbai,Evening,one,Night,Kolkata,Economy,25.67,42,5253
2696,Air_India,AI-806,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,27.92,8,7584
2697,GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Chennai,Economy,6.42,39,4506
2698,GO_FIRST,G8-520,Mumbai,Night,one,Morning,Delhi,Economy,11.5,4,5942
2699,Vistara,UK-930,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,5.08,12,60365
2700,GO_FIRST,G8-194,Delhi,Night,one,Morning,Hyderabad,Economy,13.25,30,6074
2701,Vistara,UK-850,Bangalore,Evening,zero,Night,Mumbai,Economy,1.92,17,2150
2702,Vistara,UK-933,Delhi,Afternoon,one,Morning,Chennai,Business,17.33,8,57992
2703,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,10.5,39,4414
2704,AirAsia,I5-783,Delhi,Early_Morning,one,Night,Chennai,Economy,14.83,35,3918
2705,Air_India,AI-770,Kolkata,Night,one,Morning,Mumbai,Business,13.67,18,50271
2706,GO_FIRST,G8-506,Hyderabad,Night,one,Late_Night,Delhi,Economy,6.0,47,6262
2707,Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Bangalore,Economy,14.25,7,13773
2708,Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,17.42,44,6461
2709,Air_India,AI-808,Bangalore,Night,one,Evening,Mumbai,Business,21.0,40,54684
2710,Air_India,AI-631,Mumbai,Evening,one,Morning,Delhi,Business,14.08,18,29764
2711,Vistara,UK-928,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,16.42,27,4149
2712,Vistara,UK-853,Mumbai,Afternoon,one,Night,Delhi,Economy,5.58,35,6122
2713,Indigo,6E-6684,Hyderabad,Night,zero,Night,Delhi,Economy,2.25,29,3191
2714,Vistara,UK-830,Hyderabad,Morning,zero,Afternoon,Delhi,Economy,2.33,5,6553
2715,Air_India,AI-9887,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,26,6228
2716,Vistara,UK-879,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.0,41,9349
2717,Air_India,AI-570,Mumbai,Early_Morning,one,Evening,Delhi,Economy,14.5,16,5786
2718,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,10.92,9,18030
2719,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Business,15.08,12,47217
2720,Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.58,13,9840
2721,Vistara,UK-876,Hyderabad,Night,one,Morning,Chennai,Economy,11.25,21,6287
2722,Air_India,AI-516,Bangalore,Early_Morning,one,Night,Mumbai,Economy,16.33,39,3699
2723,Vistara,UK-846,Bangalore,Morning,one,Night,Hyderabad,Business,12.42,49,37985
2724,Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Economy,15.17,8,11469
2725,Vistara,UK-878,Hyderabad,Afternoon,zero,Afternoon,Mumbai,Business,1.58,23,17794
2726,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Business,11.17,32,60601
2727,Vistara,UK-775,Mumbai,Afternoon,one,Night,Delhi,Business,7.17,23,59021
2728,Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,16.0,38,65832
2729,Vistara,UK-879,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.0,44,9349
2730,GO_FIRST,G8-363,Mumbai,Night,one,Morning,Bangalore,Economy,11.33,31,4618
2731,GO_FIRST,G8-387,Mumbai,Evening,one,Night,Delhi,Economy,5.58,32,5943
2732,Indigo,6E-6062,Hyderabad,Morning,one,Evening,Delhi,Economy,5.67,46,4506
2733,Air_India,AI-544,Delhi,Evening,one,Morning,Mumbai,Business,16.42,32,41113
2734,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Kolkata,Business,15.25,9,64285
2735,Air_India,AI-402,Kolkata,Morning,one,Evening,Hyderabad,Economy,31.17,7,12185
2736,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,14.75,20,6109
2737,Indigo,6E-6007,Hyderabad,Night,zero,Late_Night,Chennai,Economy,1.25,28,1788
2738,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Delhi,Business,5.17,23,51875
2739,Indigo,6E-6016,Chennai,Evening,zero,Night,Kolkata,Economy,2.33,45,2359
2740,GO_FIRST,G8-537,Kolkata,Evening,one,Late_Night,Delhi,Economy,9.58,22,13386
2741,Indigo,6E-668,Hyderabad,Evening,zero,Evening,Chennai,Economy,1.25,19,1788
2742,Indigo,6E-331,Mumbai,Evening,one,Late_Night,Kolkata,Economy,5.33,35,5012
2743,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Bangalore,Business,10.5,10,89099
2744,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,15.5,39,61873
2745,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.92,13,11497
2746,Indigo,6E-2518,Mumbai,Night,zero,Night,Delhi,Economy,2.08,16,2339
2747,Air_India,AI-803,Delhi,Early_Morning,one,Morning,Kolkata,Economy,26.17,46,6946
2748,Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,Business,8.67,11,66928
2749,Vistara,UK-816,Bangalore,Morning,one,Morning,Kolkata,Business,22.08,5,60508
2750,Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,Business,7.83,28,49613
2751,Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,Economy,15.42,18,8803
2752,Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Business,9.58,23,54684
2753,Indigo,6E-6216,Hyderabad,Night,zero,Night,Chennai,Economy,1.25,29,1788
2754,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,12.08,14,49553
2755,GO_FIRST,G8-334,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.5,47,4020
2756,Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,Economy,14.58,28,8803
2757,Vistara,UK-814,Bangalore,Night,one,Afternoon,Mumbai,Business,15.42,15,74441
2758,Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Business,7.58,13,54684
2759,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,10.5,20,6067
2760,Air_India,AI-673,Mumbai,Early_Morning,one,Evening,Delhi,Economy,10.08,31,5873
2761,Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Economy,16.0,47,5098
2762,GO_FIRST,G8-349,Mumbai,Morning,one,Evening,Kolkata,Economy,5.33,36,8531
2763,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Kolkata,Economy,9.83,44,9901
2764,GO_FIRST,G8-7561,Mumbai,Afternoon,zero,Evening,Kolkata,Economy,2.5,19,4499
2765,Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Business,24.08,21,61049
2766,Vistara,UK-870,Hyderabad,Night,one,Evening,Kolkata,Business,21.5,33,58394
2767,Air_India,AI-732,Kolkata,Afternoon,two_or_more,Afternoon,Chennai,Economy,23.67,12,13873
2768,Air_India,AI-415,Delhi,Evening,one,Night,Bangalore,Economy,28.08,43,9298
2769,Vistara,UK-960,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.17,39,2339
2770,Vistara,UK-708,Kolkata,Night,one,Afternoon,Mumbai,Business,17.58,13,56991
2771,AirAsia,I5-819,Bangalore,Morning,one,Evening,Delhi,Economy,7.0,5,7484
2772,Vistara,UK-865,Mumbai,Evening,zero,Night,Bangalore,Economy,1.75,5,5103
2773,Vistara,UK-890,Hyderabad,Evening,one,Morning,Mumbai,Business,16.08,40,60555
2774,Indigo,6E-417,Kolkata,Afternoon,one,Night,Delhi,Economy,7.42,8,10883
2775,SpiceJet,SG-4003,Hyderabad,Morning,one,Evening,Delhi,Economy,6.42,27,3775
2776,Indigo,6E-282,Kolkata,Afternoon,two_or_more,Evening,Mumbai,Economy,6.83,5,9744
2777,Vistara,UK-988,Mumbai,Night,zero,Night,Delhi,Economy,2.08,30,2339
2778,Air_India,AI-676,Kolkata,Morning,one,Night,Delhi,Economy,10.75,22,5810
2779,Indigo,6E-5369,Hyderabad,Evening,zero,Evening,Mumbai,Economy,1.5,32,3096
2780,Air_India,AI-616,Hyderabad,Morning,one,Morning,Kolkata,Economy,24.42,45,4758
2781,Vistara,UK-941,Delhi,Evening,one,Night,Bangalore,Economy,6.08,16,4896
2782,GO_FIRST,G8-345,Mumbai,Night,one,Morning,Bangalore,Economy,11.67,25,5102
2783,SpiceJet,SG-143,Delhi,Evening,one,Early_Morning,Chennai,Economy,12.25,25,4149
2784,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Chennai,Economy,9.5,31,4674
2785,Air_India,AI-772,Bangalore,Morning,one,Evening,Chennai,Economy,6.0,46,5750
2786,Air_India,AI-565,Bangalore,Afternoon,one,Afternoon,Delhi,Business,24.25,33,37658
2787,Air_India,AI-544,Delhi,Evening,one,Morning,Kolkata,Business,14.83,43,43376
2788,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Kolkata,Business,7.0,49,48851
2789,Indigo,6E-5217,Mumbai,Evening,one,Night,Chennai,Economy,3.75,40,1890
2790,Vistara,UK-994,Mumbai,Morning,one,Evening,Hyderabad,Economy,6.58,11,10593
2791,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Business,10.42,13,42521
2792,Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Economy,19.08,4,15917
2793,AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Bangalore,Economy,6.75,16,16210
2794,Vistara,UK-832,Chennai,Early_Morning,two_or_more,Evening,Bangalore,Economy,10.83,21,6432
2795,Indigo,6E-5012,Delhi,Early_Morning,zero,Morning,Chennai,Economy,2.92,24,4881
2796,Indigo,6E-425,Hyderabad,Afternoon,one,Night,Kolkata,Economy,6.17,16,6207
2797,Vistara,UK-834,Chennai,Evening,one,Evening,Bangalore,Business,25.67,10,60260
2798,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Business,10.5,36,62591
2799,Indigo,6E-6326,Bangalore,Morning,one,Evening,Kolkata,Economy,5.83,12,8118
2800,Indigo,6E-7589,Chennai,Afternoon,one,Night,Hyderabad,Economy,7.5,49,1105
2801,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Business,21.0,42,73369
2802,Air_India,AI-9885,Hyderabad,Morning,one,Morning,Mumbai,Economy,23.42,14,11829
2803,Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Economy,8.58,18,7212
2804,Indigo,6E-534,Kolkata,Evening,one,Night,Chennai,Economy,5.33,28,5280
2805,Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Business,9.33,34,69535
2806,Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,Economy,18.33,36,4381
2807,Air_India,AI-765,Kolkata,Afternoon,one,Morning,Mumbai,Economy,20.58,35,7006
2808,GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.92,45,4020
2809,Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Economy,6.83,6,12362
2810,Air_India,AI-537,Delhi,Evening,one,Morning,Mumbai,Economy,15.83,16,6795
2811,Indigo,6E-5392,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,38,3609
2812,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,10.58,44,6634
2813,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Chennai,Business,13.42,31,51707
2814,Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Business,23.25,48,56588
2815,AirAsia,I5-2461,Bangalore,Evening,one,Late_Night,Kolkata,Economy,10.0,36,3393
2816,Vistara,UK-826,Chennai,Afternoon,two_or_more,Night,Hyderabad,Economy,8.42,48,6032
2817,AirAsia,I5-1518,Hyderabad,Evening,one,Late_Night,Delhi,Economy,7.58,41,2228
2818,Air_India,AI-768,Kolkata,Afternoon,one,Morning,Mumbai,Business,17.58,7,58212
2819,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Business,12.92,41,54896
2820,Indigo,6E-2901,Delhi,Morning,one,Evening,Hyderabad,Economy,8.67,6,9840
2821,Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Economy,9.58,19,6048
2822,Air_India,AI-747,Kolkata,Night,one,Afternoon,Delhi,Business,13.75,3,64659
2823,Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Economy,17.58,4,9828
2824,Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,30.0,38,4368
2825,Indigo,6E-566,Kolkata,Night,zero,Late_Night,Chennai,Economy,2.33,18,5465
2826,Vistara,UK-865,Mumbai,Evening,one,Night,Delhi,Economy,26.42,2,18911
2827,Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,Business,10.83,8,61933
2828,Vistara,UK-941,Delhi,Evening,one,Morning,Chennai,Business,16.08,16,53512
2829,Indigo,6E-6234,Mumbai,Afternoon,one,Evening,Bangalore,Economy,5.25,38,5336
2830,Air_India,AI-808,Bangalore,Night,one,Evening,Mumbai,Economy,21.0,12,9277
2831,Air_India,AI-504,Delhi,Night,one,Evening,Kolkata,Business,20.33,10,57405
2832,Vistara,UK-890,Hyderabad,Evening,one,Night,Bangalore,Business,5.67,41,56702
2833,Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,9.42,17,5606
2834,Air_India,AI-9894,Chennai,Morning,one,Morning,Delhi,Economy,24.5,41,3234
2835,Indigo,6E-2089,Delhi,Morning,one,Evening,Kolkata,Economy,7.75,18,13620
2836,Air_India,AI-542,Hyderabad,Afternoon,one,Afternoon,Mumbai,Business,23.67,42,29954
2837,Air_India,AI-748,Bangalore,Late_Night,one,Evening,Chennai,Business,17.0,22,44682
2838,Vistara,UK-944,Mumbai,Afternoon,one,Night,Kolkata,Business,8.08,5,79965
2839,Vistara,UK-893,Bangalore,Evening,two_or_more,Evening,Chennai,Economy,24.0,10,12948
2840,Vistara,UK-994,Mumbai,Morning,one,Night,Chennai,Economy,9.83,44,4348
2841,GO_FIRST,G8-385,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.83,39,4028
2842,Vistara,UK-902,Mumbai,Afternoon,one,Night,Bangalore,Economy,6.92,42,6450
2843,Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Bangalore,Business,19.33,48,44144
2844,Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Business,5.33,43,31450
2845,Vistara,UK-812,Bangalore,Morning,one,Morning,Mumbai,Economy,25.75,8,14867
2846,Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Economy,17.58,33,4239
2847,Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Mumbai,Business,14.08,22,51058
2848,Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,Business,9.42,37,44610
2849,GO_FIRST,G8-7533,Delhi,Afternoon,one,Night,Chennai,Economy,8.83,41,4896
2850,Vistara,UK-812,Bangalore,Morning,one,Evening,Chennai,Business,6.58,21,60396
2851,Indigo,6E-7271,Hyderabad,Early_Morning,one,Afternoon,Delhi,Economy,7.83,9,10753
2852,Vistara,UK-874,Hyderabad,Morning,one,Morning,Kolkata,Economy,25.17,14,10962
2853,Indigo,6E-995,Hyderabad,Early_Morning,two_or_more,Morning,Kolkata,Economy,6.67,19,5802
2854,Indigo,6E-847,Chennai,Evening,one,Night,Kolkata,Economy,6.25,43,2359
2855,Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Business,12.5,15,39499
2856,Air_India,AI-9505,Bangalore,Morning,one,Night,Delhi,Economy,14.58,41,5568
2857,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Business,2.25,44,22152
2858,Vistara,UK-996,Mumbai,Evening,one,Morning,Bangalore,Business,14.17,18,84557
2859,Vistara,UK-854,Bangalore,Evening,one,Night,Chennai,Business,4.67,7,49992
2860,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,15.08,11,9840
2861,Indigo,6E-152,Delhi,Morning,two_or_more,Night,Chennai,Economy,10.83,11,15106
2862,AirAsia,I5-768,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,17,4917
2863,Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Evening,Bangalore,Economy,10.58,28,7763
2864,AirAsia,I5-766,Hyderabad,Night,one,Late_Night,Delhi,Economy,4.25,27,3201
2865,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,10.92,9,11319
2866,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,18.92,34,4593
2867,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,8.67,19,7814
2868,Vistara,UK-708,Kolkata,Night,one,Night,Bangalore,Business,24.0,19,60978
2869,Vistara,UK-877,Mumbai,Morning,one,Afternoon,Delhi,Business,4.92,17,47844
2870,Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Hyderabad,Economy,19.33,44,5483
2871,Indigo,6E-606,Chennai,Evening,zero,Evening,Kolkata,Economy,2.08,15,5042
2872,Vistara,UK-993,Delhi,Afternoon,one,Evening,Kolkata,Economy,7.08,5,14880
2873,Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Business,15.0,23,49725
2874,Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,9.08,15,4338
2875,Air_India,AI-865,Delhi,Morning,one,Morning,Chennai,Economy,24.25,44,3988
2876,Air_India,AI-631,Mumbai,Evening,two_or_more,Late_Night,Bangalore,Economy,28.83,23,8606
2877,Air_India,AI-9894,Chennai,Morning,one,Night,Mumbai,Economy,12.58,27,4802
2878,Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Economy,10.92,23,5437
2879,Vistara,UK-772,Kolkata,Morning,one,Morning,Bangalore,Economy,22.42,42,6195
2880,GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,8.83,38,7805
2881,Vistara,UK-738,Kolkata,Evening,zero,Night,Delhi,Business,2.42,36,28510
2882,Air_India,AI-541,Hyderabad,Evening,one,Night,Kolkata,Business,6.08,26,51707
2883,Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Economy,25.25,26,5441
2884,Indigo,6E-7234,Kolkata,Evening,one,Night,Delhi,Economy,6.42,35,4362
2885,Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,12.0,47,4172
2886,Indigo,6E-841,Bangalore,Afternoon,one,Evening,Mumbai,Economy,4.92,25,5127
2887,Air_India,AI-888,Mumbai,Evening,one,Night,Hyderabad,Economy,25.25,12,13086
2888,GO_FIRST,G8-345,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,32,2339
2889,Air_India,AI-868,Delhi,Evening,one,Night,Kolkata,Economy,5.67,23,6626
2890,Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,12.5,34,3621
2891,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,39,5227
2892,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.5,12,5955
2893,Vistara,UK-822,Chennai,Morning,one,Night,Bangalore,Business,13.08,7,44144
2894,AirAsia,I5-1562,Bangalore,Afternoon,one,Night,Kolkata,Economy,7.5,42,3393
2895,Air_India,AI-663,Mumbai,Afternoon,one,Evening,Delhi,Economy,27.33,8,23793
2896,Air_India,AI-503,Bangalore,Evening,one,Evening,Mumbai,Economy,24.17,36,6158
2897,Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Business,9.83,7,69885
2898,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,33,6181
2899,GO_FIRST,G8-113,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.42,37,7336
2900,AirAsia,I5-829,Delhi,Night,one,Morning,Chennai,Economy,12.92,14,7426
2901,Indigo,6E-232,Bangalore,Night,one,Early_Morning,Delhi,Economy,8.17,29,3845
2902,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,8.25,33,49177
2903,Air_India,AI-672,Chennai,Evening,one,Night,Kolkata,Economy,7.58,26,4629
2904,Air_India,AI-687,Mumbai,Afternoon,one,Morning,Hyderabad,Business,18.5,20,45693
2905,Vistara,UK-825,Mumbai,Morning,one,Evening,Delhi,Business,10.17,6,72058
2906,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Business,13.25,17,68415
2907,Vistara,UK-830,Hyderabad,Morning,one,Evening,Bangalore,Economy,8.92,15,15508
2908,Air_India,AI-9741,Kolkata,Early_Morning,one,Evening,Delhi,Economy,12.75,18,5093
2909,Air_India,AI-807,Delhi,Evening,one,Night,Hyderabad,Economy,26.92,48,5950
2910,Vistara,UK-960,Mumbai,Morning,one,Night,Bangalore,Economy,8.5,11,11129
2911,Air_India,AI-806,Mumbai,Early_Morning,one,Late_Night,Bangalore,Economy,16.17,33,6502
2912,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,9.58,21,6840
2913,Air_India,AI-570,Mumbai,Early_Morning,one,Evening,Delhi,Business,14.5,3,73689
2914,Air_India,AI-523,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,9.08,10,42622
2915,Indigo,6E-156,Chennai,Night,one,Early_Morning,Kolkata,Economy,10.75,30,3365
2916,Vistara,UK-876,Hyderabad,Night,one,Morning,Chennai,Economy,14.25,8,11007
2917,AirAsia,I5-830,Kolkata,Night,one,Afternoon,Bangalore,Economy,12.75,38,3862
2918,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,7.33,17,54777
2919,Indigo,6E-982,Hyderabad,Morning,one,Evening,Delhi,Economy,9.92,31,2276
2920,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Business,11.08,2,69625
2921,Air_India,AI-773,Kolkata,Evening,zero,Night,Mumbai,Business,2.83,11,31982
2922,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Chennai,Economy,8.17,15,6489
2923,SpiceJet,SG-8171,Delhi,Morning,one,Evening,Chennai,Economy,6.42,35,12251
2924,Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,6,12990
2925,Vistara,UK-890,Hyderabad,Evening,one,Morning,Kolkata,Economy,15.92,25,5960
2926,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,9.5,7,9879
2927,GO_FIRST,G8-515,Hyderabad,Morning,one,Afternoon,Delhi,Economy,5.58,42,7494
2928,AirAsia,I5-550,Delhi,Evening,two_or_more,Morning,Chennai,Economy,15.75,31,2974
2929,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,9.83,22,72783
2930,Vistara,UK-818,Bangalore,Evening,one,Early_Morning,Mumbai,Business,12.25,42,74956
2931,Indigo,6E-5395,Mumbai,Morning,one,Evening,Delhi,Economy,8.75,36,4342
2932,Vistara,UK-847,Delhi,Morning,one,Afternoon,Mumbai,Economy,27.58,32,9120
2933,Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Kolkata,Business,11.17,7,49725
2934,Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Business,23.75,28,41281
2935,Indigo,6E-563,Kolkata,Morning,one,Afternoon,Bangalore,Economy,7.58,19,6489
2936,Air_India,AI-768,Kolkata,Afternoon,two_or_more,Night,Mumbai,Economy,6.67,14,12474
2937,GO_FIRST,G8-345,Mumbai,Night,one,Morning,Bangalore,Economy,10.0,25,5102
2938,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Business,13.08,22,51384
2939,SpiceJet,SG-3283,Hyderabad,Evening,one,Evening,Kolkata,Economy,25.08,20,8757
2940,SpiceJet,SG-8130,Kolkata,Early_Morning,one,Night,Mumbai,Economy,16.0,29,6444
2941,Indigo,6E-6865,Hyderabad,Early_Morning,zero,Early_Morning,Delhi,Economy,2.25,23,2278
2942,Indigo,6E-5312,Mumbai,Morning,one,Evening,Bangalore,Economy,7.75,16,4634
2943,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Business,14.92,11,56588
2944,Indigo,6E-798,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.08,47,4439
2945,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,13.08,31,69244
2946,SpiceJet,SG-8104,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.67,26,3150
2947,Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Economy,14.17,26,6195
2948,Air_India,AI-763,Kolkata,Early_Morning,zero,Morning,Delhi,Business,2.25,14,28510
2949,Indigo,6E-135,Kolkata,Morning,two_or_more,Night,Mumbai,Economy,12.0,30,8012
2950,Indigo,6E-7407,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,11,10838
2951,Indigo,6E-541,Bangalore,Morning,one,Evening,Kolkata,Economy,7.83,6,8276
2952,Air_India,AI-687,Mumbai,Afternoon,one,Afternoon,Chennai,Economy,20.67,27,5152
2953,GO_FIRST,G8-285,Bangalore,Afternoon,two_or_more,Early_Morning,Kolkata,Economy,16.25,5,12920
2954,SpiceJet,SG-8803,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,24.67,40,5107
2955,Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,Economy,6.25,9,13746
2956,Air_India,AI-732,Kolkata,Afternoon,two_or_more,Morning,Mumbai,Economy,20.08,12,15340
2957,Vistara,UK-832,Chennai,Early_Morning,two_or_more,Afternoon,Bangalore,Economy,9.08,27,12734
2958,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,13.25,33,5060
2959,Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Delhi,Economy,6.0,30,5892
2960,Vistara,UK-813,Delhi,Evening,one,Morning,Mumbai,Business,17.83,2,59996
2961,Indigo,6E-5365,Bangalore,Early_Morning,zero,Morning,Mumbai,Economy,1.83,34,2201
2962,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Business,2.33,39,29992
2963,Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,46,6578
2964,GO_FIRST,G8-275,Delhi,Evening,one,Late_Night,Chennai,Economy,4.83,31,4506
2965,Vistara,UK-880,Hyderabad,Afternoon,one,Evening,Kolkata,Business,6.17,47,53499
2966,Air_India,AI-631,Mumbai,Evening,one,Afternoon,Delhi,Economy,20.58,41,4149
2967,AirAsia,I5-1229,Chennai,Evening,one,Night,Kolkata,Economy,5.0,30,2361
2968,Vistara,UK-816,Bangalore,Morning,one,Evening,Hyderabad,Business,8.42,33,56588
2969,Air_India,AI-538,Chennai,Night,one,Afternoon,Mumbai,Business,16.5,24,49553
2970,Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Economy,7.67,19,6723
2971,Vistara,UK-950,Mumbai,Night,one,Night,Chennai,Business,22.33,19,61933
