address,district,rooms,size,level,max_levels,price,lat,lng
"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,2,45,5,5,28500,41.2770171,69.1909015
"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,3,60,3,9,65000,41.274633,69.200587
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,3,75,1,9,85000,41.2818558,69.2552666
"город Ташкент, Yakkasaroy район, 1-й тупик Бабура",Yakkasaroy,2,50,3,9,40000,41.2966126,69.2389163
"город Ташкент, Olmzor район, Шимолий Олмазор",Olmzor,1,42,3,4,35000,41.348243,69.2517707
"город Ташкент, Mirzo Ulugbek район, жилой комплекс Akay City",Mirzo Ulugbek,3,80,12,25,200000,41.3201651,69.2951929
"город Ташкент, Shayhontohur район, Чорсу",Shayhontohur,3,80,9,9,85999,41.3187089,69.2303882
"город Ташкент, Mirobod район, Госпитальный",Mirobod,4,155,2,12,130000,41.295316,69.275364
"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,2,52,2,4,74000,41.3245206,69.2773236
"город Ташкент, Sergeli район, Бирлик",Sergeli,6,130,5,9,75000,41.210633,69.2281531
"город Ташкент, Yunusobod район, Шахристанская",Yunusobod,3,111,6,9,110000,41.3507755,69.2873919
"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,3,75,6,9,92000,41.296644,69.275878
"город Ташкент, Mirzo Ulugbek район, 1-й проезд Катта Дархон",Mirzo Ulugbek,3,68,3,4,82000,41.3310007,69.3056796
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,5,116,3,9,87000,41.2673079,69.2415634
"город Ташкент, Uchtepa район, Кухна-Чупонота массив Чиланзар 13-й квартал",Uchtepa,2,48,1,4,42000,41.2902787,69.1839655
"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,1,30,1,4,26700,41.274633,69.200587
"город Ташкент, Mirobod район, 1-й Нукусский проезд",Mirobod,3,72,4,9,80000,41.2890324,69.2729933
"город Ташкент, Yakkasaroy район, 1-й проезд Яккасарай",Yakkasaroy,2,50,3,5,65000,41.2677499,69.2241603
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,4,98,2,9,75000,41.2814223,69.1760005
"город Ташкент, Yakkasaroy район, 1-й проезд Шота Руставели",Yakkasaroy,2,52,4,5,61000,41.295209,69.2674405
"город Ташкент, Mirobod район, 1-й Нукусский проезд",Mirobod,2,62,5,9,76000,41.2890324,69.2729933
"город Ташкент, Shayhontohur район, Хувайдо 2хярусный спецплан",Shayhontohur,5,317,1,4,250000,41.3275402,69.2102725
"город Ташкент, Shayhontohur район, Абая",Shayhontohur,3,70,5,9,58000,41.3255305,69.2550845
"город Ташкент, Yashnobod район, Садыка Азимова (Жуковского) ",Yashnobod,4,100,1,4,107000,41.3052221,69.2898134
"город Ташкент, Yakkasaroy район, Юсуфа Хос Ходжиба",Yakkasaroy,1,50,4,12,52000,41.2986859,69.2595082
"город Ташкент, Mirzo Ulugbek район, Хумаюн",Mirzo Ulugbek,4,92,2,4,65000,41.3427418,69.3875774
"город Ташкент, Mirobod район, проспект Амира Темура",Mirobod,3,120,3,8,125000,41.3028425,69.2792998
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,42,4,4,40500,41.2818558,69.2552666
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,55,3,9,50500,41.2911414,69.2601933
"город Ташкент, Mirobod район, Мирабад",Mirobod,4,160,4,9,260000,41.2758912,69.2937133
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,1,34,2,5,56000,41.2911414,69.2601933
"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,2,58,2,4,62000,41.296644,69.275878
"город Ташкент, Yashnobod район, Городок Авиастроителей 4-й квартал",Yashnobod,2,50,1,5,42000,41.2922516,69.3419071
"город Ташкент, Mirzo Ulugbek район, ц-2 Олой (Ц-2) ",Mirzo Ulugbek,3,131,2,8,165000,41.3171406,69.2892434
"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,3,75,2,4,75000,41.296644,69.275878
"город Ташкент, Uchtepa район, Чиланзар 22-й квартал",Uchtepa,3,70,3,4,40000,41.2879715,69.1692951
"город Ташкент, Yashnobod район, Паркент",Yashnobod,2,55,4,5,73500,41.3146381,69.3228615
"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,2,90,2,8,110000,41.3245206,69.2773236
"город Ташкент, Mirzo Ulugbek район, Асака",Mirzo Ulugbek,2,60,1,9,58000,41.3163152,69.3020656
"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",Uchtepa,3,65,4,4,44500,41.2924208,69.1737654
"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,2,70,2,9,80000,41.2829494,69.1968618
"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",Uchtepa,2,46,2,4,37000,41.2924208,69.1737654
"город Ташкент, Chilonzor район, 1-й проезд Лутфи",Chilonzor,2,50,1,4,35500,41.2985011,69.2029128
"город Ташкент, Mirobod район, Мирабад",Mirobod,3,70,3,4,42000,41.2758912,69.2937133
"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",Yunusobod,2,60,4,5,38000,41.374408,69.2771853
"город Ташкент, Mirobod район, Габус",Mirobod,4,182,5,8,290000,41.2983743,69.286357
"город Ташкент, Olmzor район, Шифокорлар Шахарчаси",Olmzor,2,57,5,5,33000,41.3196379,69.3200203
"город Ташкент, Sergeli район, Куйлюк 7-й квартал",Sergeli,5,125,6,9,51000,41.2460792,69.2855185
"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,2,50,4,4,34000,41.2657122,69.1819609
"город Ташкент, Yunusobod район, Юнусабад 15кв Продам 4/4/5",Yunusobod,4,90,4,5,55000,41.3653679,69.2773236
"город Ташкент, Sergeli район, 7",Sergeli,5,310,9,9,57500,41.2041507,69.2288981
"город Ташкент, Uchtepa район, Чиланзар 14-й квартал",Uchtepa,2,56,6,6,37500,41.2962523,69.1909015
"город Ташкент, Olmzor район, Шифокорлар Шахарчаси",Olmzor,2,59,5,5,33000,41.3196379,69.3200203
"город Ташкент, Shayhontohur район, Янгиабад",Shayhontohur,3,95,3,6,39000,41.297802,69.164452
"город Ташкент, Uchtepa район, Изза",Uchtepa,4,96,5,9,49900,41.2821153,69.1576663
"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,2,48,1,4,39000,41.274633,69.200587
"город Ташкент, Yashnobod район, Янгикургон",Yashnobod,2,45.82,1,5,29000,41.4245218,69.5886868
"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,2,51,5,5,32500,41.2901628,69.1968618
"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,3,70,4,4,75000,41.322142,69.303611
"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",Chilonzor,1,37,1,4,26500,41.271386,69.1961168
"город Ташкент, Olmzor район, Чимбой",Olmzor,2,69,3,9,40795,41.3645355,69.2281531
"город Ташкент, Yunusobod район, Минор",Yunusobod,4,84,3,4,73000,41.3298867,69.2803036
"город Ташкент, Olmzor район, Каракамыш квартал 1/3",Olmzor,3,69.33,2,4,46000,41.2847707,69.2288981
"город Ташкент, Olmzor район, Бешкурган 2-й квартал",Olmzor,4,86,1,5,57000,41.3693776,69.1986902
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,48,2,4,44000,41.2894422,69.2058023
"город Ташкент, Chilonzor район, 1-й проезд Домбрабад",Chilonzor,4,138,1,3,135000,41.2694847,69.2108826
"город Ташкент, Mirzo Ulugbek район, Олой",Mirzo Ulugbek,1,42,2,4,62000,41.3171406,69.2892434
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,3,105,1,8,112000,41.2911414,69.2601933
"город Ташкент, Yunusobod район, Кашкар",Yunusobod,3,80,1,10,90000,41.3197131,69.2773236
"город Ташкент, Yakkasaroy район, Абдуллы Каххара",Yakkasaroy,3,80,1,10,90000,41.2789896,69.2616233
"город Ташкент, Yunusobod район, Киёт",Yunusobod,2,54,2,4,58000,41.3245206,69.2773236
"город Ташкент, Yakkasaroy район, Бобур",Yakkasaroy,3,75,3,9,53000,41.2818558,69.2552666
"город Ташкент, Shayhontohur район, Бешагач",Shayhontohur,2,55,3,4,43000,41.2834892,69.2665263
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,1,27,3,3,19500,41.2673079,69.2415634
"город Ташкент, Olmzor район, Университет",Olmzor,2,50,1,9,37000,41.3476118,69.2070187
"город Ташкент, Olmzor район, Каракамыш-2/3",Olmzor,2,58,2,9,34000,41.3597078,69.2094809
"город Ташкент, Mirzo Ulugbek район, Авайхон",Mirzo Ulugbek,2,45,3,3,26000,41.3129727,69.3438785
"город Ташкент, Yunusobod район, Уч Кахрамон",Yunusobod,1,45,5,5,24000,41.3753451,69.2798373
"город Ташкент, Yashnobod район, Гузал",Yashnobod,2,58,3,3,37000,41.286283,69.3235123
"город Ташкент, Mirzo Ulugbek район, 1-й проезд Алпамыш",Mirzo Ulugbek,3,74,4,4,51000,41.3292204,69.3473509
"город Ташкент, Mirzo Ulugbek район, ц-1 Буюк ипак йули (Ц-1) ",Mirzo Ulugbek,3,80,1,4,98000,41.3104865,69.2922234
"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,4,110,3,9,88000,41.3245206,69.2773236
"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,3,70,2,4,60000,41.296644,69.275878
"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,4,80,5,5,45000,41.2867929,69.1789807
"город Ташкент, Uchtepa район, Гулистон",Uchtepa,3,100,4,12,54000,41.2978921,69.1804708
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,4,110,3,10,73000,41.2818558,69.2552666
"город Ташкент, Yunusobod район, Киёт",Yunusobod,1,46,7,9,39500,41.3245206,69.2773236
"город Ташкент, Uchtepa район, Чиланзар 14-й квартал",Uchtepa,3,78,2,4,56000,41.2962523,69.1909015
"город Ташкент, Mirzo Ulugbek район, Алтынтепа",Mirzo Ulugbek,2,48,3,3,33000,41.3292204,69.3473509
"город Ташкент, Yunusobod район, Юнусабад 2-й квартал",Yunusobod,4,99,1,4,72000,41.3587493,69.2996732
"город Ташкент, Yakkasaroy район, Яккасарой",Yakkasaroy,1,29,9,9,15714,41.2765672,69.2460335
"город Ташкент, Yakkasaroy район, Тафаккур",Yakkasaroy,2,65,2,9,52500,41.296195,69.262388
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,50,1,5,52000,41.314662,69.293391
"город Ташкент, Mirobod район, Айбека (пр-т Косманавтов) ",Mirobod,5,300,3,8,425000,41.2983828,69.2730715
"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",Uchtepa,4,80,1,4,58000,41.2771751,69.1789807
"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,2,54,5,5,30000,41.2797359,69.1670599
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,3,90,2,5,65000,41.2814223,69.1760005
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,2,50,4,4,33000,41.2814223,69.1760005
"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,4,91,2,4,65000,41.2953086,69.182706
"город Ташкент, Mirobod район, Куйлюк 4-й квартал",Mirobod,2,61,2,4,39000,41.2459142,69.307123
"город Ташкент, Yunusobod район, Юнусабад 11-й квартал",Yunusobod,3,101,8,9,125000,41.3700057,69.2892434
"город Ташкент, Yashnobod район, жилой комплекс Assalom",Yashnobod,3,74,8,9,59500,41.3043723,69.3227629
"город Ташкент, Shayhontohur район, Лабзак",Shayhontohur,3,72,2,9,58999,41.3267124,69.2601886
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,3,90,2,9,51000,41.3292204,69.3473509
"город Ташкент, Yakkasaroy район, Богибустон",Yakkasaroy,3,65.5,2,4,60800,41.270004,69.228478
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,3,73,5,5,39000,41.3292204,69.3473509
"город Ташкент, Mirzo Ulugbek район, Ялангач",Mirzo Ulugbek,2,50,1,4,30000,41.3606566,69.3548004
"город Ташкент, Mirzo Ulugbek район, Зиёлилар",Mirzo Ulugbek,2,40,1,3,26000,41.3373845,69.329196
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,40,5,5,31500,41.3215876,69.3230626
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,1,44,2,9,27000,41.2697288,69.2512486
"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",Yunusobod,2,60,4,5,37000,41.374408,69.2771853
"город Ташкент, Yashnobod район, Чилонота",Yashnobod,1,59,3,6,23600,41.2694532,69.3531692
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,2,47,5,5,32000,41.2814223,69.1760005
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,4,80,1,5,70000,41.2814223,69.1760005
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,4,80,5,5,43000,41.2814223,69.1760005
"город Ташкент, Yunusobod район, Киёт",Yunusobod,3,78,4,4,55000,41.3245206,69.2773236
"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 2-й квартал",Mirzo Ulugbek,2,60,6,9,34000,41.3292204,69.3473509
"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,2,42,4,5,28500,41.2798237,69.2058023
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,42,2,5,33500,41.3215876,69.3230626
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,55,5,5,35000,41.3215876,69.3230626
"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,1,42,2,5,28000,41.2953086,69.182706
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,55,4,4,35000,41.3215876,69.3230626
"город Ташкент, Yunusobod район, Ахмада Дониша",Yunusobod,2,50,4,4,33500,41.3616967,69.2817965
"город Ташкент, Sergeli район, Сергели-VII",Sergeli,1,44,5,7,29000,41.2135863,69.2257684
"город Ташкент, Shayhontohur район, Бешагач",Shayhontohur,3,70,2,4,70000,41.2834892,69.2665263
"город Ташкент, Yakkasaroy район, Ракат",Yakkasaroy,2,36,1,4,30000,41.2876117,69.2454228
"город Ташкент, Mirzo Ulugbek район, Осиё",Mirzo Ulugbek,4,138,5,9,295000,41.325724,69.2942285
"город Ташкент, Mirzo Ulugbek район, Mirzo Ulugbek район массив Феруза-2",Mirzo Ulugbek,2,52,1,5,31000,41.354643,69.363559
"город Ташкент, Yakkasaroy район, Мукими",Yakkasaroy,3,75,6,8,115000,41.2885649,69.2290098
"город Ташкент, Yashnobod район, Садыка Азимова (Жуковского) ",Yashnobod,3,75,5,9,64700,41.3052221,69.2898134
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,2,50,3,4,40000,41.3550649,69.3585936
"город Ташкент, Shayhontohur район, Лабзак",Shayhontohur,3,78,6,9,55000,41.3267124,69.2601886
"город Ташкент, Mirobod район, Мироншаха",Mirobod,3,61,4,4,60000,41.2846588,69.2743143
"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",Uchtepa,2,48,5,5,27500,41.2771751,69.1789807
"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",Uchtepa,1,42,3,5,32000,41.2771751,69.1789807
"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,4,80,5,5,48000,41.2797359,69.1670599
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,2,42,1,4,32000,41.2814223,69.1760005
"город Ташкент, Yakkasaroy район, Конституция",Yakkasaroy,2,98,6,8,95000,41.2638329,69.2254764
"город Ташкент, Olmzor район, Каракамыш квартал 1/3",Olmzor,3,70,3,4,41000,41.2847707,69.2288981
"город Ташкент, Yashnobod район, жилой комплекс Green Park",Yashnobod,3,75,4,9,62000,41.286283,69.3235123
"город Ташкент, Mirzo Ulugbek район, Дархан",Mirzo Ulugbek,3,130,3,9,155000,41.3200874,69.3013967
"город Ташкент, Mirobod район, Нукус",Mirobod,4,120,1,4,135000,41.2910722,69.2769129
"город Ташкент, Sergeli район, Сергили 5 а",Sergeli,3,56,1,7,45000,41.2250464,69.2087824
"город Ташкент, Yunusobod район, Юнусабад 8-й квартал",Yunusobod,3,70,1,4,60000,41.3714709,69.2810486
"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",Chilonzor,3,98,8,10,60000,41.2710841,69.1849411
"город Ташкент, Olmzor район, Каракамыш квартал 1/2",Olmzor,5,100,4,4,54000,41.357531,69.2356033
"город Ташкент, Mirobod район, Нукус",Mirobod,4,121,5,9,115000,41.2910722,69.2769129
"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",Yunusobod,2,58,4,5,33500,41.374408,69.2771853
"город Ташкент, Mirobod район, Куйлюк 4-й квартал",Mirobod,4,92,2,5,55000,41.2459142,69.307123
"город Ташкент, Sergeli район, Куйлюк 6-й квартал",Sergeli,3,80,8,9,41000,41.246917,69.2899884
"город Ташкент, Mirzo Ulugbek район, Mirzo Ulugbek район массив Феруза-2",Mirzo Ulugbek,3,72,4,4,41000,41.354643,69.363559
"город Ташкент, Bektemir район, Билола Нозима",Bektemir,1,41,2,2,19000,41.236675,69.3413913
"город Ташкент, Yunusobod район, Малая кольцевая дорога",Yunusobod,4,200,4,5,220000,41.3351524,69.2788341
"город Ташкент, Yunusobod район, Кичик Халка йули",Yunusobod,5,280,6,8,320000,41.3322872,69.2904598
"город Ташкент, Olmzor район, Бешкурган 2-й квартал",Olmzor,4,83,5,5,40000,41.3693776,69.1986902
"город Ташкент, Yakkasaroy район, Мирабад",Yakkasaroy,3,72,3,4,95000,41.2758912,69.2937133
"город Ташкент, Mirzo Ulugbek район, Поселок Улугбек",Mirzo Ulugbek,3,60,4,4,29000,41.4087377,69.4516388
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,3,76,5,9,43500,41.2673079,69.2415634
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,1,38,2,5,27500,41.2673079,69.2415634
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,1,27,3,3,19500,41.2807837,69.223683
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,2,58,5,5,41000,41.2673079,69.2415634
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,4,80,5,5,47000,41.3550649,69.3585936
"город Ташкент, Mirzo Ulugbek район, Ц 1",Mirzo Ulugbek,3,80,4,4,88000,41.3104865,69.2922234
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,1,36,4,4,21000,41.3550649,69.3585936
"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,5,254,1,8,285000,41.3245206,69.2773236
"город Ташкент, Yunusobod район, ц-4 Кашгар (Ц-4) ",Yunusobod,6,252,1,8,285000,41.3197131,69.2773236
"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",Uchtepa,1,40,2,4,26500,41.2924208,69.1737654
"город Ташкент, Yunusobod район, Юнусабад 11-й квартал",Yunusobod,2,52,3,4,75000,41.3700057,69.2892434
"город Ташкент, Mirobod район, 1-й проезд Катта Миробод",Mirobod,2,65,5,9,71000,41.2907835,69.2361597
"город Ташкент, Chilonzor район, Чиланзар 18-й квартал",Chilonzor,2,48,3,4,31000,41.2729489,69.1916465
"город Ташкент, Yunusobod район, Юнусабад 15-й квартал",Yunusobod,2,85,5,9,105000,41.3776023,69.3041431
"город Ташкент, Yashnobod район, Янгинур",Yashnobod,2,59,3,6,25408,41.3057763,69.309823
"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",Chilonzor,1,32,3,4,30000,41.2855934,69.223683
"город Ташкент, Mirobod район, Янгизамон",Mirobod,3,65,2,2,32500,41.2759614,69.2953473
"город Ташкент, Mirobod район, Госпитальный",Mirobod,2,68,5,5,44500,41.295316,69.275364
"город Ташкент, Shayhontohur район, проспект Бунёдкор",Shayhontohur,3,72,8,9,55000,41.3057929,69.2365238
"город Ташкент, Yunusobod район, Юнусабад 11-й квартал",Yunusobod,2,65,3,4,76000,41.3700057,69.2892434
"город Ташкент, Olmzor район, Камарнисо",Olmzor,3,183,3,4,90000,41.3595375,69.1926482
"город Ташкент, Uchtepa район, Чиланзар 14-й квартал",Uchtepa,2,50,1,4,40000,41.2962523,69.1909015
"город Ташкент, Olmzor район, Каракамыш квартал 2/5",Olmzor,4,130,4,4,80000,41.2807837,69.223683
"город Ташкент, Yashnobod район, 1-й проезд Иззат",Yashnobod,1,42,4,8,14800,41.2785565,69.3415733
"город Ташкент, Olmzor район, Чимбой",Olmzor,3,96,4,5,145000,41.3645355,69.2281531
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,3,88,2,4,132000,41.3104865,69.2922234
"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,2,84,3,7,69000,41.2829494,69.1968618
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,3,85,4,4,84000,41.3104865,69.2922234
"город Ташкент, Yunusobod район, Юнусабад 11-й квартал",Yunusobod,2,60,6,9,55000,41.3700057,69.2892434
"город Ташкент, Chilonzor район, Шарк",Chilonzor,3,77,1,4,48000,41.300608,69.227256
"город Ташкент, Yunusobod район, Киёт",Yunusobod,6,252,1,8,285000,41.3245206,69.2773236
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,3,60,4,4,57500,41.2894422,69.2058023
"город Ташкент, Chilonzor район, Чиланзар квартал И",Chilonzor,4,135,4,4,95000,41.259418,69.1804708
"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,4,97,1,9,82000,41.2797359,69.1670599
"город Ташкент, Yakkasaroy район, Мухандислар",Yakkasaroy,2,82,6,9,49200,41.2773019,69.2473656
"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,1,40,1,4,25500,41.2867929,69.1789807
"город Ташкент, Mirobod район, проспект Амира Темура",Mirobod,4,130,3,9,105000,41.3028425,69.2792998
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,2,64,1,5,42000,41.2673079,69.2415634
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,3,72,4,9,43500,41.2814223,69.1760005
"город Ташкент, Mirzo Ulugbek район, Ул Магрур",Mirzo Ulugbek,1,26,1,3,17000,41.341463,69.329571
"город Ташкент, Mirzo Ulugbek район, Паркентская (Генерала Петрова) ",Mirzo Ulugbek,3,100,5,7,70000,41.31512,69.3234929
"город Ташкент, Yashnobod район, Ц-1 Кафе Бон",Yashnobod,3,72,4,4,80000,41.3053155,69.2731845
"город Ташкент, Mirobod район, Миробад базар",Mirobod,2,62,9,9,46000,41.273215,69.3099734
"город Ташкент, Mirobod район, Ул Нукус посольство России",Mirobod,3,75,3,4,75000,41.2854294,69.2704923
"город Ташкент, Mirzo Ulugbek район, Остановка Художников",Mirzo Ulugbek,1,35,4,4,29000,41.3261864,69.327542
"город Ташкент, Mirzo Ulugbek район, Буз-2 (Буз) ",Mirzo Ulugbek,1,41,1,5,28000,41.319567,69.3246635
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,1,39,1,5,26700,41.2673079,69.2415634
"город Ташкент, Yunusobod район, Юнусабад 16-й квартал",Yunusobod,4,94,1,9,66000,41.3825869,69.3019081
"город Ташкент, Olmzor район, Олимпия",Olmzor,3,70,4,4,37500,41.3621443,69.1931366
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,3,80,3,4,115000,41.3104865,69.2922234
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,50,2,4,46000,41.2894422,69.2058023
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,4,90,2,4,123000,41.3104865,69.2922234
"город Ташкент, Yunusobod район, проспект Амира Темура",Yunusobod,5,254,1,8,285000,41.3454697,69.2865609
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,2,42,2,4,81000,41.3104865,69.2922234
"город Ташкент, Mirzo Ulugbek район, Паркент",Mirzo Ulugbek,3,90,4,7,55500,41.3133669,69.3235746
"город Ташкент, Mirobod район, Мирабад",Mirobod,4,121,2,8,140000,41.2758912,69.2937133
"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,4,80,3,5,52000,41.2953086,69.182706
"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",Chilonzor,1,30,1,3,25000,41.2855934,69.223683
"город Ташкент, Mirzo Ulugbek район, Садыка Азимова (Жуковского) ",Mirzo Ulugbek,3,70,3,4,100000,41.3019672,69.283656
"город Ташкент, Mirzo Ulugbek район, ц-1 Буюк ипак йули (Ц-1) ",Mirzo Ulugbek,3,105,5,5,100000,41.3104865,69.2922234
"город Ташкент, Mirzo Ulugbek район, Элобод",Mirzo Ulugbek,3,72,4,5,67000,41.3239567,69.2232092
"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,5,300,3,8,425000,41.2991561,69.2785087
"город Ташкент, Yunusobod район, Минор",Yunusobod,3,70,1,4,72500,41.3298867,69.2803036
"город Ташкент, Yakkasaroy район, Глинка",Yakkasaroy,3,105,7,10,135000,41.2854202,69.2631768
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,2,55,4,4,60000,41.3104865,69.2922234
"город Ташкент, Chilonzor район, Сугалли-ота",Chilonzor,3,72,2,4,54000,41.2601131,69.1781265
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,1,40,3,4,60000,41.3104865,69.2922234
"город Ташкент, Chilonzor район, Парк культуры и отдыха имени Гафура Гуляма",Chilonzor,4,132,3,8,88308,41.2813259,69.2169777
"город Ташкент, Shayhontohur район, Дружба Народов",Shayhontohur,3,68.41,4,9,60000,41.3114122,69.2419499
"город Ташкент, Chilonzor район, Парк культуры и отдыха имени Гафура Гуляма",Chilonzor,3,97,4,8,64505,41.2813259,69.2169777
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,2,59,2,4,57500,41.3104865,69.2922234
"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,3,97,3,8,64505,41.2798237,69.2058023
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,2,62,9,9,56500,41.3104865,69.2922234
"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,3,97,7,8,67997,41.2798237,69.2058023
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,46,3,5,46500,41.2818558,69.2552666
"город Ташкент, Yashnobod район, Тузель 1-й квартал",Yashnobod,1,45,2,5,26000,41.2987036,69.3577802
"город Ташкент, Yunusobod район, Чинабад",Yunusobod,5,140,7,7,77000,41.4153867,69.4292923
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,1,39,5,5,26700,41.2697288,69.2512486
"город Ташкент, Shayhontohur район, Бельтепа",Shayhontohur,4,125,1,5,118000,41.3451812,69.1700401
