Loan_ID,Gender,Married,Dependent_No,Education,Self_Employed,Applicant_Income,CoApplicant_Income,Loan_Amount,Loan_Amount_Term,Credit History,Property_District,Loan_Status
24318,Male,FALSE,1,Not Graduate,TRUE,6067,4020,50000,240,1,CCR,1
24319,Male,FALSE,2,Not Graduate,FALSE,71410,18283,20000,240,1,RCR,1
24320,Male,TRUE,3,Not Graduate,TRUE,72842,24150,10000,360,1,RCR,1
24321,Male,TRUE,1,Graduate,FALSE,49554,,30000,120,0,OCR,1
24322,Male,FALSE,1,Not Graduate,TRUE,53202,26689,60000,180,0,OCR,1
24323,Male,TRUE,2,Not Graduate,TRUE,71428,19154,60000,60,0,OCR,1
24324,Female,FALSE,2,Graduate,FALSE,53615,31674,20000,180,0,CCR,1
24325,Male,FALSE,1,Not Graduate,FALSE,58249,31016,20000,60,0,RCR,0
24326,Male,TRUE,2,,FALSE,36810,20955,30000,180,1,RCR,1
24327,Female,FALSE,1,Graduate,TRUE,27093,19565,40000,120,0,RCR,1
24328,Male,FALSE,2,Graduate,FALSE,68010,35429,60000,240,1,OCR,0
24329,Male,TRUE,3,Graduate,TRUE,72393,,40000,120,0,RCR,0
24330,Male,FALSE,3,Graduate,TRUE,31309,8868,50000,300,1,OCR,1
24331,Male,TRUE,3,Graduate,FALSE,16641,,30000,180,1,OCR,0
24332,Male,FALSE,0,,TRUE,14344,24403,30000,60,1,OCR,0
24333,Male,FALSE,0,Graduate,TRUE,20479,16930,50000,60,1,OCR,0
24334,Female,TRUE,2,Graduate,TRUE,73538,44750,20000,180,1,CCR,1
24335,Male,FALSE,4,Graduate,FALSE,53245,25492,30000,240,1,CCR,0
24336,Male,TRUE,1,Not Graduate,FALSE,1093,25703,20000,120,0,RCR,1
24337,Female,TRUE,4,Not Graduate,TRUE,50124,16897,50000,300,1,CCR,1
24338,Female,TRUE,2,Not Graduate,FALSE,36024,1204,40000,300,0,OCR,1
24339,Male,TRUE,4,Graduate,TRUE,5873,7650,50000,180,1,OCR,1
24340,Male,FALSE,3,Not Graduate,TRUE,60636,16091,60000,300,0,OCR,1
24341,Male,TRUE,4,Graduate,FALSE,82315,17619,20000,120,1,OCR,1
24342,Male,TRUE,2,Not Graduate,FALSE,90289,21355,30000,300,1,OCR,0
24343,Female,TRUE,0,Graduate,FALSE,61401,16138,10000,180,1,RCR,1
24344,Male,TRUE,2,Not Graduate,TRUE,5322,27552,10000,300,0,OCR,1
24345,Female,TRUE,3,Graduate,FALSE,57429,8900,20000,180,0,OCR,0
24346,Male,TRUE,2,Graduate,FALSE,92624,19731,20000,120,1,CCR,1
24347,Male,FALSE,0,Graduate,TRUE,56679,44288,30000,300,1,OCR,0
24348,Female,,1,Not Graduate,TRUE,45254,12625,50000,60,1,RCR,1
24349,Female,FALSE,4,Not Graduate,TRUE,19179,2539,40000,180,0,OCR,0
24350,Male,TRUE,0,Graduate,TRUE,52273,15127,40000,360,1,RCR,1
24351,Female,FALSE,1,,TRUE,12983,23592,60000,60,0,OCR,0
24352,Male,TRUE,4,Not Graduate,TRUE,75689,10429,40000,300,1,OCR,0
24353,Male,,1,Not Graduate,FALSE,32342,5481,30000,300,1,RCR,1
24354,Male,TRUE,1,Not Graduate,FALSE,58921,29395,30000,180,1,OCR,1
24355,Male,FALSE,1,Graduate,TRUE,55196,49327,30000,120,0,CCR,1
24356,Male,FALSE,0,Not Graduate,TRUE,3181,19689,10000,360,1,OCR,0
24357,Female,FALSE,3,Graduate,TRUE,26461,,60000,60,1,RCR,0
24358,Female,FALSE,2,Graduate,TRUE,7830,23205,10000,240,1,RCR,1
24359,Female,TRUE,0,Graduate,TRUE,15408,28982,10000,360,1,OCR,1
24360,Male,TRUE,2,Not Graduate,FALSE,65794,11424,20000,180,1,OCR,0
24361,Male,FALSE,4,Graduate,FALSE,20986,1405,50000,240,1,RCR,1
24362,Male,FALSE,1,Graduate,FALSE,86582,17555,40000,300,1,RCR,1
24363,Female,FALSE,2,Not Graduate,TRUE,51364,30693,10000,360,1,RCR,0
24364,Male,TRUE,0,Not Graduate,TRUE,27089,39074,50000,180,0,RCR,1
24365,Male,TRUE,4,Not Graduate,TRUE,92043,19576,40000,360,0,RCR,1
24366,Male,FALSE,0,Not Graduate,TRUE,57373,19663,30000,120,1,CCR,1
24367,Female,FALSE,3,Graduate,TRUE,30439,19957,30000,300,1,OCR,1
24368,Female,FALSE,0,Not Graduate,TRUE,16629,47549,40000,360,1,RCR,0
24369,,TRUE,4,Not Graduate,TRUE,92000,44370,50000,240,0,CCR,0
24370,Female,TRUE,3,Not Graduate,FALSE,25769,17823,20000,300,0,RCR,0
24371,Female,TRUE,0,Graduate,FALSE,72366,24456,40000,120,1,OCR,1
24372,Female,FALSE,1,Not Graduate,TRUE,23452,19980,40000,240,0,OCR,1
24373,Female,FALSE,2,Not Graduate,FALSE,46930,24589,30000,300,1,OCR,0
24374,Male,FALSE,2,Not Graduate,FALSE,89084,34880,20000,60,1,OCR,1
24375,Male,TRUE,3,Graduate,FALSE,61018,13924,30000,60,1,OCR,1
24376,Male,FALSE,1,Graduate,TRUE,71423,31988,30000,60,1,CCR,0
24377,,TRUE,2,Not Graduate,TRUE,71270,30066,30000,240,0,OCR,1
24378,Female,FALSE,4,Not Graduate,FALSE,25916,9178,60000,240,1,RCR,1
24379,Male,TRUE,1,Graduate,FALSE,97233,10271,50000,120,0,RCR,1
24380,Male,TRUE,0,Not Graduate,FALSE,83568,36566,40000,60,1,OCR,1
24381,Male,FALSE,3,Graduate,TRUE,66947,46618,50000,360,1,OCR,1
24382,Male,TRUE,0,Graduate,FALSE,74514,,40000,120,1,OCR,1
24383,Male,TRUE,1,Not Graduate,TRUE,81092,44204,30000,360,1,RCR,1
24384,Male,FALSE,2,Not Graduate,TRUE,1048,13593,20000,360,0,OCR,1
24385,Male,TRUE,2,Not Graduate,TRUE,81407,14325,30000,360,1,RCR,1
24386,Male,,0,Graduate,TRUE,49682,25394,10000,360,1,CCR,1
24387,Male,FALSE,3,Graduate,TRUE,31092,15990,60000,180,0,RCR,1
24388,Male,TRUE,4,Graduate,TRUE,63852,49997,40000,120,1,CCR,1
24389,Female,TRUE,2,Not Graduate,TRUE,37025,41661,60000,180,0,RCR,1
24390,Female,TRUE,4,Not Graduate,TRUE,21020,28277,60000,120,1,RCR,1
24391,Male,TRUE,2,Not Graduate,FALSE,17878,10249,50000,120,1,RCR,1
24392,Female,FALSE,4,,TRUE,59501,11003,10000,240,1,CCR,1
24393,Male,FALSE,2,Not Graduate,TRUE,84108,13296,30000,180,1,CCR,1
24394,Male,FALSE,1,Not Graduate,TRUE,20685,29313,10000,240,1,OCR,1
24395,Male,TRUE,4,Graduate,FALSE,61475,40714,20000,300,1,OCR,0
24396,Female,TRUE,3,Graduate,FALSE,59427,30305,40000,120,1,CCR,0
24397,Male,FALSE,3,Graduate,TRUE,25760,17195,10000,180,0,RCR,0
24398,Female,TRUE,2,Not Graduate,TRUE,62029,30582,40000,60,1,OCR,1
24399,Female,TRUE,1,Not Graduate,TRUE,90673,26675,10000,120,1,CCR,1
24400,Male,TRUE,4,Not Graduate,TRUE,5539,46515,40000,120,1,RCR,1
24401,Female,TRUE,1,Graduate,TRUE,38288,41249,40000,360,1,OCR,1
24402,Male,FALSE,0,Not Graduate,FALSE,49209,31317,60000,360,0,RCR,1
24403,Male,,3,Graduate,FALSE,29889,20403,30000,60,1,CCR,1
24404,Male,TRUE,0,Graduate,TRUE,74119,46911,20000,60,1,RCR,1
24405,Male,FALSE,3,Not Graduate,FALSE,86310,10661,10000,360,0,RCR,1
24406,Female,TRUE,3,Not Graduate,FALSE,8516,22621,60000,60,1,OCR,0
24407,Male,FALSE,4,Not Graduate,TRUE,24276,22751,50000,360,1,CCR,1
24408,Female,FALSE,0,Not Graduate,TRUE,82934,19191,50000,120,1,RCR,1
24409,Male,TRUE,3,Not Graduate,TRUE,31556,9811,60000,180,1,CCR,1
24410,Male,FALSE,0,Graduate,FALSE,4584,46381,10000,300,1,RCR,1
24411,Female,FALSE,3,Not Graduate,TRUE,13703,20755,30000,300,1,RCR,1
24412,Female,TRUE,4,Graduate,FALSE,48195,47512,30000,180,1,OCR,1
24413,Male,FALSE,1,Not Graduate,FALSE,34662,22674,10000,60,1,RCR,1
24414,Female,TRUE,1,Not Graduate,FALSE,26461,42982,40000,300,1,OCR,1
24415,Male,FALSE,4,Graduate,TRUE,78781,4855,30000,120,0,CCR,0
24416,Female,TRUE,1,Graduate,TRUE,45403,35280,30000,240,0,RCR,0
24417,Female,TRUE,0,,TRUE,32024,25578,10000,60,1,OCR,1
24418,Female,TRUE,1,Not Graduate,FALSE,10513,14389,30000,240,0,CCR,0
24419,Male,FALSE,1,Graduate,TRUE,11114,41581,30000,240,1,CCR,0
24420,,TRUE,3,Not Graduate,TRUE,75336,28734,20000,60,0,OCR,1
24421,Female,TRUE,4,,FALSE,8028,,40000,180,1,CCR,1
24422,Male,,4,Not Graduate,FALSE,37445,26678,50000,120,1,OCR,0
24423,Male,FALSE,2,Not Graduate,FALSE,40856,27207,20000,240,1,OCR,1
24424,Female,TRUE,0,Graduate,TRUE,13781,9183,10000,360,1,RCR,0
24425,Female,FALSE,0,Not Graduate,FALSE,11540,41298,10000,300,1,RCR,1
24426,Female,TRUE,3,Graduate,FALSE,93856,21452,60000,120,1,OCR,1
24427,Male,FALSE,1,Not Graduate,TRUE,8919,23852,40000,360,0,RCR,1
24428,Female,TRUE,2,Not Graduate,TRUE,44652,42577,60000,300,1,RCR,0
24429,Male,FALSE,2,,TRUE,39453,44921,40000,120,0,OCR,1
24430,Female,FALSE,2,Graduate,FALSE,38856,35794,60000,300,1,OCR,0
24431,Male,FALSE,2,Not Graduate,TRUE,67019,18585,60000,180,1,OCR,1
24432,Female,TRUE,0,Not Graduate,TRUE,29656,9167,40000,300,1,RCR,1
24433,Male,TRUE,3,,TRUE,85562,36633,20000,180,0,OCR,0
24434,Male,FALSE,4,Graduate,TRUE,18925,14832,20000,120,1,CCR,1
24435,Male,FALSE,4,Not Graduate,FALSE,76183,29857,20000,120,1,RCR,1
24436,Male,TRUE,3,Graduate,TRUE,74024,,50000,240,1,OCR,1
24437,Male,TRUE,3,,TRUE,18016,45328,50000,180,0,OCR,1
24438,Male,TRUE,2,Not Graduate,TRUE,36128,38316,30000,300,1,OCR,1
24439,Female,FALSE,2,Not Graduate,TRUE,50641,19524,40000,240,1,RCR,0
24440,Female,TRUE,2,Not Graduate,TRUE,61034,14627,50000,300,1,OCR,1
24441,Female,TRUE,4,Not Graduate,TRUE,93157,,60000,360,1,OCR,0
24442,Male,FALSE,3,,FALSE,60485,17430,40000,360,1,OCR,1
24443,Female,,0,Graduate,TRUE,98811,36770,40000,180,1,CCR,1
24444,Male,TRUE,3,Not Graduate,FALSE,75858,5586,30000,360,0,CCR,1
24445,Male,TRUE,0,Not Graduate,FALSE,51055,,50000,60,1,OCR,1
24446,Male,TRUE,0,Graduate,TRUE,8607,,60000,180,0,OCR,1
24447,Male,TRUE,0,Graduate,FALSE,36049,43684,40000,180,0,CCR,1
24448,Male,FALSE,1,Not Graduate,FALSE,32193,25608,30000,360,1,RCR,1
24449,Male,TRUE,4,Graduate,FALSE,22561,37851,20000,60,1,CCR,1
24450,Male,FALSE,2,Not Graduate,TRUE,99408,9601,20000,240,0,OCR,0
24451,Female,TRUE,2,Not Graduate,TRUE,26985,44857,10000,300,0,CCR,0
24452,Male,TRUE,4,Not Graduate,FALSE,29959,29877,10000,360,1,OCR,1
24453,Male,TRUE,1,Not Graduate,FALSE,66092,21291,50000,300,0,RCR,0
24454,Male,FALSE,4,,TRUE,49027,45008,20000,120,1,OCR,0
24455,Male,TRUE,1,Not Graduate,TRUE,48873,3755,60000,240,1,RCR,0
24456,Male,FALSE,3,Graduate,TRUE,41367,45543,10000,60,1,OCR,0
24457,Male,FALSE,1,Graduate,TRUE,2940,1438,40000,60,1,OCR,1
24458,Male,FALSE,1,Not Graduate,TRUE,89429,48656,50000,120,1,OCR,0
24459,Male,TRUE,2,Graduate,TRUE,98562,4861,40000,120,1,RCR,0
24460,Male,FALSE,0,Not Graduate,TRUE,71534,30451,60000,300,1,RCR,1
24461,Male,TRUE,4,Graduate,TRUE,55181,44634,50000,180,1,OCR,1
24462,Female,TRUE,0,Not Graduate,FALSE,45329,28561,30000,240,1,OCR,0
24463,,TRUE,3,Graduate,TRUE,19856,34671,60000,240,1,CCR,1
24464,Female,FALSE,0,Graduate,TRUE,39798,43899,10000,180,1,OCR,1
24465,Male,FALSE,3,Graduate,FALSE,87387,40126,20000,180,0,OCR,0
24466,Female,TRUE,1,Graduate,FALSE,10192,20728,50000,360,1,OCR,1
24467,,TRUE,3,Not Graduate,FALSE,94518,,50000,240,0,OCR,1
24468,Female,TRUE,4,Graduate,FALSE,94288,16087,60000,60,1,RCR,0
24469,Male,FALSE,4,Graduate,TRUE,82268,3059,20000,60,1,RCR,1
24470,Female,TRUE,4,Graduate,TRUE,92060,1706,30000,180,1,OCR,1
24471,Male,FALSE,1,Graduate,TRUE,98478,14071,30000,60,1,CCR,0
24472,Female,,4,Not Graduate,FALSE,58684,9695,60000,60,0,RCR,1
24473,Male,TRUE,0,Graduate,TRUE,6413,26066,40000,240,0,OCR,0
24474,Female,FALSE,2,Not Graduate,TRUE,12696,28935,10000,120,1,OCR,0
24475,Male,FALSE,1,Not Graduate,TRUE,55663,19639,20000,360,0,OCR,0
24476,Male,TRUE,1,Not Graduate,FALSE,97691,47705,30000,180,1,CCR,1
24477,Female,FALSE,3,,FALSE,71399,2479,50000,300,1,RCR,0
24478,Male,FALSE,0,Not Graduate,TRUE,45637,10183,30000,300,1,RCR,1
24479,Female,TRUE,2,Not Graduate,FALSE,25145,30371,10000,180,1,OCR,0
24480,Female,TRUE,3,Not Graduate,TRUE,32315,,40000,360,1,RCR,1
24481,Female,TRUE,0,Graduate,TRUE,23382,36695,40000,360,1,OCR,1
24482,Male,FALSE,2,Graduate,FALSE,5190,4284,10000,300,0,RCR,1
24483,Female,FALSE,2,,TRUE,31796,34781,40000,360,1,OCR,1
24484,Female,FALSE,3,Not Graduate,TRUE,9548,45888,30000,360,1,OCR,1
24485,Male,,4,Not Graduate,TRUE,17697,28723,30000,180,1,OCR,1
24486,Male,TRUE,2,Graduate,FALSE,42177,2057,40000,180,1,CCR,1
24487,Male,FALSE,1,Not Graduate,TRUE,52966,11747,30000,360,0,CCR,1
24488,Male,TRUE,2,Not Graduate,TRUE,97525,24078,60000,180,1,OCR,1
24489,Male,FALSE,2,Not Graduate,TRUE,54544,,40000,180,1,OCR,1
24490,Male,TRUE,1,Graduate,TRUE,26633,40136,20000,360,1,OCR,1
24491,Male,FALSE,0,Not Graduate,TRUE,55324,8588,10000,240,1,OCR,1
24492,Male,TRUE,4,Graduate,FALSE,63871,26510,60000,360,1,RCR,0
24493,Female,FALSE,1,Not Graduate,TRUE,70017,30412,30000,360,0,OCR,1
24494,,FALSE,3,Graduate,FALSE,54687,27314,20000,360,0,OCR,1
24495,Female,TRUE,4,Graduate,FALSE,16948,13933,10000,120,0,OCR,0
24496,Male,TRUE,3,Not Graduate,FALSE,62527,43791,50000,180,1,RCR,1
24497,Male,FALSE,2,Not Graduate,FALSE,26483,31512,30000,360,1,OCR,1
24498,Female,FALSE,1,Graduate,TRUE,53212,35983,50000,180,0,OCR,1
24499,Male,TRUE,2,Not Graduate,TRUE,14851,42513,30000,240,1,OCR,1
24500,Male,TRUE,2,Not Graduate,FALSE,79417,17111,50000,60,0,CCR,1
24501,Female,FALSE,2,Not Graduate,TRUE,88772,1762,20000,360,1,OCR,1
24502,Male,FALSE,2,Graduate,TRUE,80146,8481,20000,120,1,CCR,0
24503,Male,FALSE,0,Not Graduate,TRUE,35301,17364,50000,300,1,OCR,0
24504,Male,FALSE,3,Not Graduate,TRUE,91629,16985,60000,60,0,RCR,1
24505,Male,FALSE,3,Graduate,TRUE,79425,16928,20000,240,0,RCR,0
24506,Female,TRUE,3,Graduate,FALSE,52361,22541,40000,120,1,CCR,0
24507,Female,TRUE,4,Not Graduate,FALSE,24898,21854,10000,360,0,CCR,0
24508,Female,FALSE,3,Not Graduate,TRUE,76188,23368,30000,180,1,OCR,1
24509,Male,TRUE,1,Not Graduate,FALSE,43852,33143,20000,180,0,OCR,1
24510,Male,TRUE,1,Not Graduate,TRUE,51398,17464,30000,360,1,OCR,0
24511,Male,FALSE,1,Not Graduate,TRUE,38517,32859,10000,120,1,CCR,1
24512,Male,TRUE,4,Graduate,TRUE,29199,3788,10000,60,1,OCR,1
24513,Female,FALSE,0,Not Graduate,TRUE,36972,,60000,120,1,RCR,0
24514,Male,TRUE,2,Graduate,TRUE,36475,29101,40000,120,1,RCR,1
24515,Female,FALSE,2,Not Graduate,TRUE,13564,39738,50000,300,0,OCR,1
24516,Male,FALSE,4,Not Graduate,TRUE,86493,17109,40000,180,1,CCR,1
24517,Male,FALSE,2,Graduate,TRUE,22087,28057,30000,300,1,OCR,1
24518,Female,FALSE,2,Not Graduate,TRUE,3736,10924,60000,240,1,OCR,0
24519,Female,FALSE,4,Not Graduate,TRUE,19833,25603,20000,240,0,OCR,1
24520,Male,TRUE,4,Graduate,TRUE,80895,,50000,180,1,OCR,0
24521,Male,TRUE,0,Graduate,FALSE,34949,12688,50000,120,0,CCR,1
24522,Male,TRUE,2,Not Graduate,FALSE,35766,6153,60000,180,1,OCR,1
24523,Male,TRUE,0,Not Graduate,TRUE,88042,,20000,60,0,OCR,0
24524,Male,FALSE,3,Graduate,TRUE,38306,47128,60000,360,1,CCR,1
24525,Female,FALSE,0,Not Graduate,FALSE,91519,27376,30000,60,0,OCR,1
24526,Female,TRUE,0,Not Graduate,TRUE,5276,24927,20000,60,1,OCR,1
24527,Female,TRUE,0,Not Graduate,TRUE,45374,34963,20000,120,1,OCR,0
24528,Male,TRUE,0,Not Graduate,TRUE,2719,22075,20000,300,1,CCR,0
24529,Female,FALSE,2,Not Graduate,TRUE,33499,47958,30000,60,1,OCR,1
24530,Female,TRUE,4,Not Graduate,TRUE,26213,42114,60000,300,1,OCR,1
24531,Female,TRUE,3,Graduate,TRUE,43456,46600,50000,180,1,OCR,1
24532,Female,TRUE,1,,TRUE,35423,22516,10000,180,1,OCR,1
24533,Male,TRUE,2,Not Graduate,FALSE,16733,46470,20000,180,1,OCR,1
24534,Male,FALSE,4,Graduate,TRUE,53480,18049,10000,180,1,OCR,1
24535,Female,,3,Graduate,TRUE,1938,25798,50000,60,1,OCR,1
24536,Female,FALSE,3,Graduate,TRUE,77784,26611,40000,360,1,OCR,1
24537,Male,TRUE,1,Graduate,FALSE,22642,13875,50000,120,0,CCR,1
24538,Male,TRUE,3,Graduate,TRUE,31695,17405,60000,300,1,OCR,1
24539,Female,FALSE,4,Graduate,FALSE,8381,21139,40000,300,1,OCR,1
24540,Male,TRUE,4,Not Graduate,TRUE,49697,30394,20000,180,1,OCR,1
24541,Male,TRUE,3,Graduate,TRUE,53149,26532,10000,120,1,RCR,1
24542,Male,TRUE,3,Not Graduate,FALSE,11493,19890,30000,300,0,OCR,0
24543,Male,TRUE,2,Not Graduate,TRUE,39197,49458,20000,60,1,OCR,1
24544,Male,FALSE,0,Not Graduate,TRUE,86277,21595,50000,120,1,CCR,0
24545,Male,FALSE,4,Graduate,FALSE,29366,2387,40000,240,1,RCR,0
24546,Female,,4,,FALSE,61807,,20000,300,1,OCR,1
24547,Male,TRUE,0,Graduate,TRUE,19483,28497,10000,120,1,OCR,0
24548,Female,TRUE,2,Graduate,TRUE,99135,7540,60000,300,1,CCR,1
24549,Female,TRUE,1,Not Graduate,FALSE,22811,4206,20000,60,1,RCR,0
24550,Female,,4,Not Graduate,TRUE,4715,6514,60000,240,1,OCR,1
24551,Male,TRUE,2,Not Graduate,TRUE,83379,3377,10000,300,1,OCR,1
24552,Male,TRUE,0,Graduate,FALSE,7778,22528,20000,240,1,OCR,0
24553,Male,TRUE,0,Graduate,FALSE,19919,23836,50000,180,0,CCR,0
24554,Female,FALSE,3,Not Graduate,TRUE,11176,30046,50000,120,1,RCR,0
24555,Male,FALSE,0,Not Graduate,FALSE,11495,25815,50000,120,1,CCR,0
24556,Male,FALSE,0,Not Graduate,FALSE,93272,32492,20000,120,1,RCR,1
24557,Male,TRUE,3,Graduate,TRUE,4481,44555,40000,120,0,OCR,1
24558,Male,TRUE,4,Graduate,FALSE,85492,7437,10000,360,1,OCR,0
24559,Female,FALSE,3,Not Graduate,TRUE,44010,,50000,240,0,CCR,0
24560,Male,TRUE,0,Graduate,TRUE,31771,2452,20000,240,1,CCR,1
24561,Male,TRUE,0,Graduate,TRUE,52765,2422,10000,120,0,CCR,1
24562,Female,FALSE,1,Graduate,TRUE,85446,11076,10000,60,1,OCR,1
24563,Male,TRUE,1,Not Graduate,TRUE,50674,40800,50000,60,1,RCR,1
24564,Female,TRUE,4,Not Graduate,FALSE,55423,4476,20000,180,1,CCR,1
24565,Female,TRUE,3,Not Graduate,FALSE,96922,6264,60000,300,1,OCR,1
24566,Male,TRUE,2,Graduate,TRUE,17182,13294,10000,240,0,OCR,0
24567,Male,FALSE,4,Not Graduate,TRUE,62173,21984,60000,300,0,RCR,0
24568,Female,TRUE,1,Graduate,FALSE,31592,48639,20000,60,1,RCR,1
24569,Male,TRUE,1,Not Graduate,TRUE,37230,42531,50000,180,0,OCR,1
24570,Female,FALSE,3,Graduate,FALSE,79659,29960,10000,180,0,OCR,1
24571,Female,FALSE,4,Graduate,FALSE,71004,17300,10000,180,1,RCR,0
24572,Male,FALSE,1,Not Graduate,TRUE,70962,26854,20000,60,0,CCR,1
24573,Female,FALSE,2,Graduate,TRUE,67699,30261,60000,120,0,CCR,1
24574,Male,TRUE,3,,TRUE,22293,18549,50000,300,0,RCR,1
24575,Male,TRUE,2,Not Graduate,FALSE,1138,37953,50000,180,1,CCR,1
24576,Female,,0,Not Graduate,TRUE,85157,27830,40000,60,0,CCR,1
24577,Male,FALSE,1,Not Graduate,TRUE,21968,14694,10000,120,0,OCR,1
24578,Male,FALSE,4,Not Graduate,FALSE,44653,38077,20000,120,1,OCR,1
24579,Male,FALSE,4,Graduate,FALSE,61615,18974,60000,60,1,OCR,0
24580,Male,FALSE,4,Graduate,TRUE,83798,42191,50000,300,1,OCR,1
24581,Female,TRUE,3,,TRUE,89097,21118,20000,60,0,RCR,1
24582,Male,,4,Not Graduate,TRUE,90412,19438,40000,60,1,CCR,0
24583,Male,TRUE,3,Not Graduate,FALSE,59883,44684,60000,240,1,RCR,1
24584,Female,TRUE,4,Not Graduate,TRUE,12877,48648,40000,240,1,RCR,0
24585,Male,TRUE,2,Not Graduate,TRUE,27296,33635,10000,60,0,CCR,1
24586,Male,TRUE,0,Not Graduate,TRUE,20779,11077,60000,180,1,RCR,0
24587,Male,TRUE,0,Not Graduate,TRUE,34172,48645,30000,300,1,CCR,1
24588,Male,FALSE,4,Graduate,TRUE,37446,4600,20000,360,1,OCR,1
24589,Male,TRUE,4,Not Graduate,TRUE,31371,30326,20000,300,0,CCR,1
24590,Male,TRUE,2,Not Graduate,FALSE,56489,39589,60000,120,1,CCR,1
24591,Male,TRUE,1,Graduate,TRUE,94387,3179,40000,180,0,OCR,1
24592,Male,TRUE,4,Graduate,FALSE,39357,39324,10000,180,1,OCR,1
24593,Male,TRUE,1,Graduate,TRUE,66062,38025,50000,360,1,RCR,1
24594,Female,FALSE,0,Graduate,TRUE,45142,12648,10000,60,0,CCR,0
24595,Female,TRUE,1,Not Graduate,FALSE,85022,14507,10000,300,1,CCR,1
24596,Male,TRUE,0,Graduate,FALSE,74358,,50000,60,1,RCR,0
24597,Male,TRUE,1,Graduate,TRUE,91497,23790,60000,60,1,OCR,1
24598,Female,TRUE,0,Not Graduate,TRUE,3432,36253,10000,300,1,RCR,1
24599,Male,TRUE,2,Not Graduate,TRUE,91405,38910,60000,300,1,RCR,0
24600,Female,TRUE,1,Not Graduate,FALSE,17872,48412,20000,60,0,OCR,1
24601,Male,FALSE,0,Graduate,TRUE,22843,24060,20000,300,1,OCR,0
24602,Male,TRUE,3,Graduate,TRUE,46095,19723,40000,180,1,CCR,1
24603,Female,TRUE,3,Graduate,FALSE,64539,37539,40000,180,1,OCR,1
24604,Male,TRUE,3,Graduate,TRUE,12868,31465,10000,120,0,OCR,1
24605,Male,TRUE,3,Graduate,TRUE,59467,11797,60000,300,1,OCR,0
24606,Male,TRUE,3,Not Graduate,TRUE,78330,4194,20000,120,0,OCR,1
24607,Female,FALSE,0,Not Graduate,TRUE,45308,32693,40000,60,1,OCR,1
24608,Female,FALSE,2,Not Graduate,TRUE,75911,13924,60000,180,1,CCR,1
24609,Male,FALSE,0,Not Graduate,TRUE,4170,42630,20000,120,1,OCR,0
24610,Male,TRUE,4,Not Graduate,FALSE,39567,40625,30000,300,1,OCR,1
24611,Female,TRUE,4,Not Graduate,FALSE,13153,20425,50000,240,1,CCR,0
24612,Female,TRUE,2,Not Graduate,FALSE,12132,41385,50000,60,1,OCR,0
24613,Male,FALSE,0,Not Graduate,FALSE,81087,33629,20000,360,1,OCR,0
24614,Male,TRUE,4,Not Graduate,TRUE,76566,,30000,180,1,RCR,1
24615,Male,TRUE,3,Graduate,FALSE,27617,3643,50000,360,1,RCR,1
24616,Male,TRUE,3,Graduate,FALSE,75186,19846,40000,360,0,RCR,1
24617,Male,TRUE,1,Not Graduate,TRUE,34820,12986,40000,180,1,OCR,0
24618,Male,TRUE,4,Not Graduate,TRUE,61408,6481,20000,300,1,CCR,1
24619,Male,FALSE,3,Not Graduate,FALSE,59186,19981,10000,360,0,CCR,0
24620,Female,TRUE,0,Not Graduate,TRUE,97443,3048,10000,300,0,OCR,0
24621,Female,FALSE,1,Not Graduate,FALSE,51227,41719,40000,360,1,OCR,0
24622,Male,FALSE,3,Not Graduate,TRUE,39879,26234,40000,240,1,CCR,1
24623,Male,TRUE,4,Not Graduate,FALSE,94942,25615,20000,60,0,CCR,1
24624,Female,TRUE,3,Not Graduate,TRUE,73775,21668,10000,180,1,RCR,0
24625,Male,TRUE,0,Graduate,TRUE,28611,16398,30000,300,0,CCR,1
24626,Female,TRUE,0,Not Graduate,TRUE,69336,28533,20000,240,1,RCR,1
24627,,TRUE,0,Not Graduate,FALSE,4238,34172,40000,120,1,OCR,0
24628,Male,TRUE,1,Not Graduate,TRUE,10362,21575,10000,240,0,CCR,1
24629,Male,TRUE,4,Not Graduate,TRUE,98868,21633,60000,360,1,OCR,1
24630,Female,FALSE,0,Graduate,FALSE,17475,33069,30000,240,1,OCR,1
24631,Female,FALSE,3,Graduate,TRUE,46310,10948,20000,300,1,RCR,0
24632,,TRUE,2,Not Graduate,TRUE,76243,29624,10000,60,1,OCR,0
24633,Female,FALSE,0,,FALSE,91580,23340,30000,360,1,OCR,1
24634,Male,TRUE,0,Not Graduate,TRUE,63562,,30000,180,1,RCR,0
24635,Male,FALSE,2,Graduate,FALSE,81129,27426,60000,180,1,OCR,1
24636,Male,TRUE,3,Not Graduate,TRUE,43844,4921,40000,300,0,CCR,1
24637,Male,FALSE,0,Graduate,TRUE,7710,47894,20000,300,1,CCR,1
24638,Male,TRUE,2,Not Graduate,TRUE,95108,36277,60000,300,1,RCR,1
24639,Female,FALSE,1,Not Graduate,TRUE,92455,1512,30000,120,1,RCR,1
24640,Female,TRUE,4,Not Graduate,FALSE,91986,27496,10000,60,1,RCR,1
24641,Female,FALSE,0,Not Graduate,TRUE,36279,6032,30000,60,0,OCR,1
24642,Male,TRUE,3,Not Graduate,TRUE,26786,2569,20000,120,1,CCR,1
24643,Female,TRUE,1,Graduate,FALSE,12567,7728,30000,120,1,OCR,1
24644,Male,FALSE,3,Graduate,FALSE,60534,,10000,360,0,RCR,1
