id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1168,Male,Loyal Customer,26,Business travel,Eco,1085,4,5,2,5,4,3,3,4,3,5,4,1,3,4,94,86.0,0
1169,Male,Loyal Customer,42,Personal Travel,Eco,1042,4,5,4,2,1,4,1,1,5,2,5,5,5,1,0,0.0,0
1170,Female,Loyal Customer,68,Personal Travel,Eco,551,2,3,2,3,5,4,5,5,5,2,5,3,5,2,0,0.0,0
1171,Female,Loyal Customer,59,Business travel,Business,144,3,3,3,3,5,5,5,4,4,4,5,3,4,5,0,9.0,1
1172,Female,disloyal Customer,25,Business travel,Eco,170,4,4,5,4,5,5,5,5,1,2,2,3,4,5,0,0.0,1
1173,Female,Loyal Customer,48,Business travel,Eco,416,4,2,2,2,5,3,4,4,4,4,4,5,4,1,21,6.0,1
1174,Male,Loyal Customer,33,Business travel,Business,2214,3,3,3,3,4,4,4,3,4,4,5,4,5,4,207,208.0,1
1175,Female,Loyal Customer,42,Business travel,Eco,1024,4,3,3,3,5,3,4,4,4,4,4,3,4,5,0,0.0,1
1176,Male,disloyal Customer,39,Business travel,Business,224,2,2,2,3,2,2,2,2,4,4,4,5,4,2,9,29.0,0
1177,Female,Loyal Customer,46,Business travel,Business,3499,3,3,3,3,2,4,5,5,5,5,5,5,5,4,0,0.0,1
1178,Female,Loyal Customer,52,Business travel,Business,3354,5,5,5,5,2,4,4,4,4,4,4,4,4,3,10,0.0,1
1179,Female,Loyal Customer,10,Personal Travel,Eco,927,2,2,2,3,4,2,4,4,3,4,3,1,4,4,0,0.0,0
1180,Female,disloyal Customer,24,Business travel,Eco,773,3,3,3,2,1,3,1,1,3,4,5,5,4,1,0,0.0,0
1181,Male,Loyal Customer,10,Business travel,Business,2544,2,2,2,2,4,4,4,4,3,5,5,4,4,4,0,0.0,1
1182,Male,Loyal Customer,24,Business travel,Business,1750,3,3,3,3,5,4,5,5,3,4,3,5,5,5,1,2.0,1
1183,Female,Loyal Customer,39,Business travel,Business,3660,4,2,2,2,2,3,3,4,4,4,4,4,4,1,65,55.0,0
1184,Female,disloyal Customer,24,Business travel,Eco Plus,547,2,0,1,2,1,1,1,1,1,4,1,1,4,1,0,0.0,0
1185,Female,Loyal Customer,28,Personal Travel,Eco,2583,2,3,3,3,3,5,5,2,1,4,3,5,2,5,31,68.0,0
1186,Male,Loyal Customer,64,Personal Travel,Eco,933,2,4,2,2,1,2,1,1,3,4,4,5,5,1,0,0.0,0
1187,Female,disloyal Customer,30,Business travel,Business,432,0,0,0,2,4,0,4,4,5,2,5,4,4,4,0,0.0,1
1188,Female,Loyal Customer,37,Business travel,Eco,421,4,2,2,2,4,4,4,4,4,3,4,3,5,4,0,0.0,1
1189,Male,Loyal Customer,56,Personal Travel,Eco Plus,1476,2,5,2,3,4,2,4,4,3,2,3,3,5,4,22,20.0,0
1190,Female,Loyal Customer,15,Personal Travel,Eco,861,3,5,3,2,2,3,4,2,5,4,5,4,4,2,0,0.0,0
1191,Male,Loyal Customer,44,Business travel,Eco,453,4,1,5,1,4,4,4,4,2,3,3,5,2,4,0,0.0,1
1192,Female,Loyal Customer,58,Business travel,Business,546,5,5,5,5,2,1,1,3,2,4,5,1,5,1,294,288.0,1
1193,Female,Loyal Customer,23,Business travel,Business,2899,3,3,3,3,5,4,5,5,4,5,4,4,4,5,0,0.0,1
1194,Male,disloyal Customer,28,Business travel,Business,516,4,4,4,2,4,4,4,4,4,3,4,3,4,4,0,0.0,1
1195,Female,Loyal Customer,52,Personal Travel,Eco,1145,1,5,1,5,3,3,5,2,2,1,2,4,2,4,0,0.0,0
1196,Male,Loyal Customer,52,Business travel,Business,2238,1,1,1,1,2,4,4,4,4,4,4,4,4,4,0,0.0,1
1197,Male,Loyal Customer,36,Business travel,Business,3228,4,4,4,4,4,4,4,4,4,4,3,4,2,4,176,175.0,0
1198,Male,Loyal Customer,37,Business travel,Eco,341,4,2,2,2,4,4,4,4,3,3,5,3,1,4,0,0.0,1
1199,Male,Loyal Customer,44,Business travel,Business,1123,2,2,2,2,2,4,4,4,4,4,4,3,4,4,0,0.0,1
1200,Female,disloyal Customer,22,Business travel,Business,1242,4,0,4,4,3,4,1,3,4,2,5,5,4,3,25,41.0,1
1201,Female,Loyal Customer,58,Business travel,Business,2849,1,1,1,1,2,4,5,3,3,3,3,4,3,3,5,0.0,1
1202,Female,Loyal Customer,48,Personal Travel,Eco,733,1,2,1,4,4,4,3,2,2,1,2,1,2,2,0,0.0,0
1203,Male,Loyal Customer,22,Personal Travel,Eco,999,3,3,3,3,4,3,4,4,2,1,3,2,4,4,0,0.0,0
1204,Female,Loyal Customer,53,Business travel,Business,2472,2,2,2,2,5,4,5,5,5,5,5,5,5,4,0,0.0,1
1205,Male,disloyal Customer,23,Business travel,Business,192,4,2,4,4,2,4,2,2,5,3,4,3,4,2,7,0.0,1
1206,Female,Loyal Customer,60,Business travel,Business,308,2,2,2,2,3,3,5,5,5,5,5,2,5,2,8,16.0,1
1207,Female,Loyal Customer,36,Business travel,Business,334,4,4,4,4,4,5,5,4,4,4,4,3,4,4,11,2.0,1
1208,Female,Loyal Customer,15,Personal Travel,Eco,341,3,2,3,2,5,3,4,5,4,1,2,1,2,5,98,96.0,0
1209,Male,Loyal Customer,40,Personal Travel,Eco Plus,110,4,4,4,4,3,4,3,3,4,4,5,2,1,3,0,0.0,0
1210,Female,Loyal Customer,7,Personal Travel,Eco,562,1,5,1,2,2,1,5,2,5,2,5,4,5,2,0,2.0,0
1211,Male,Loyal Customer,54,Business travel,Eco,1703,3,5,5,5,4,3,4,4,4,4,3,3,4,4,49,74.0,0
1212,Male,Loyal Customer,18,Personal Travel,Business,306,3,5,3,4,3,3,3,3,5,5,5,3,5,3,15,18.0,0
1213,Female,Loyal Customer,54,Business travel,Business,3486,5,5,5,5,2,4,5,4,4,4,4,4,4,3,12,1.0,1
1214,Male,Loyal Customer,48,Personal Travel,Eco,862,3,5,3,2,4,3,2,4,4,5,4,5,5,4,0,0.0,0
1215,Female,disloyal Customer,24,Business travel,Eco,1009,4,4,4,4,2,4,3,2,5,4,2,4,4,2,0,4.0,1
1216,Female,Loyal Customer,32,Personal Travel,Eco,316,2,4,2,2,2,2,2,2,1,1,4,4,3,2,0,0.0,0
1217,Male,Loyal Customer,25,Personal Travel,Eco,181,2,5,0,2,3,0,3,3,3,5,5,4,4,3,0,0.0,0
1218,Female,Loyal Customer,62,Business travel,Business,2820,4,5,5,5,1,1,2,4,4,4,4,1,4,4,16,23.0,0
1219,Female,Loyal Customer,53,Business travel,Business,1464,1,1,1,1,4,4,4,3,2,4,4,4,5,4,172,168.0,1
1220,Female,Loyal Customer,53,Business travel,Business,405,3,4,3,3,3,5,5,5,5,5,5,5,5,5,0,0.0,1
1221,Male,Loyal Customer,40,Business travel,Business,1973,4,4,4,4,5,5,5,4,4,4,4,3,4,4,0,0.0,1
1222,Male,Loyal Customer,41,Business travel,Business,606,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,0.0,1
1223,Female,disloyal Customer,36,Business travel,Business,930,1,1,1,1,1,3,3,5,5,4,4,3,5,3,178,183.0,0
1224,Female,Loyal Customer,39,Personal Travel,Eco,646,1,3,1,2,4,1,4,4,4,3,2,2,3,4,0,0.0,0
1225,Male,Loyal Customer,67,Personal Travel,Eco,577,4,2,4,2,1,4,1,1,2,1,2,4,2,1,0,0.0,0
1226,Female,Loyal Customer,59,Business travel,Eco Plus,919,4,1,1,1,5,2,5,4,4,4,4,3,4,4,0,0.0,1
1227,Female,Loyal Customer,25,Business travel,Business,3104,2,4,4,4,2,2,2,2,1,3,4,2,3,2,0,0.0,0
1228,Female,Loyal Customer,54,Business travel,Business,825,5,5,4,5,5,4,4,5,5,5,5,3,5,4,0,0.0,1
1229,Male,Loyal Customer,50,Business travel,Business,2000,3,3,3,3,4,5,4,4,4,4,4,3,4,3,0,0.0,1
1230,Female,Loyal Customer,43,Business travel,Business,1121,2,2,2,2,3,5,4,5,5,5,5,3,5,5,0,0.0,1
1231,Male,Loyal Customer,52,Business travel,Business,1588,3,3,3,3,4,5,5,5,5,5,5,5,5,5,8,0.0,1
1232,Female,Loyal Customer,44,Business travel,Business,3866,3,3,3,3,2,4,4,4,4,5,4,4,4,4,0,0.0,1
1233,Male,disloyal Customer,22,Business travel,Eco,803,4,4,4,3,1,4,1,1,1,5,4,4,3,1,0,0.0,0
1234,Male,Loyal Customer,39,Business travel,Business,2036,2,2,2,2,2,4,5,5,5,4,5,5,5,3,7,0.0,1
1235,Male,Loyal Customer,51,Personal Travel,Business,1448,4,4,4,1,1,4,2,4,4,4,4,2,4,2,0,0.0,0
1236,Male,Loyal Customer,29,Business travel,Business,3198,1,3,3,3,1,1,1,1,4,5,4,1,3,1,0,0.0,0
1237,Male,Loyal Customer,40,Business travel,Eco,522,4,4,4,4,4,4,4,4,1,5,4,4,1,4,0,0.0,1
1238,Female,Loyal Customer,12,Business travel,Eco,1217,1,5,5,5,1,1,3,1,4,4,4,3,3,1,0,0.0,0
1239,Female,Loyal Customer,57,Business travel,Business,604,1,1,1,1,3,4,4,5,5,5,5,5,5,3,30,30.0,1
1240,Male,Loyal Customer,30,Business travel,Business,309,3,4,4,4,3,3,3,3,1,3,3,2,3,3,0,0.0,0
1241,Female,disloyal Customer,25,Business travel,Business,849,4,0,4,2,5,4,5,5,5,5,4,3,4,5,0,22.0,1
1242,Female,Loyal Customer,60,Business travel,Business,3315,5,5,5,5,3,5,4,3,3,3,3,4,3,4,1,5.0,1
1243,Male,Loyal Customer,60,Business travel,Eco,257,3,2,2,2,3,3,3,3,3,3,1,3,2,3,0,0.0,1
1244,Female,Loyal Customer,36,Personal Travel,Eco Plus,287,3,4,2,3,5,2,5,5,4,3,4,3,5,5,2,0.0,0
1245,Male,Loyal Customer,30,Business travel,Business,862,3,3,3,3,5,5,5,5,5,5,5,4,4,5,10,0.0,1
1246,Female,Loyal Customer,46,Personal Travel,Eco,1017,5,0,5,4,5,5,4,1,1,5,1,5,1,4,0,2.0,1
1247,Female,Loyal Customer,62,Personal Travel,Eco,821,2,2,2,4,3,3,4,4,4,2,5,4,4,4,4,13.0,0
1248,Female,Loyal Customer,54,Business travel,Business,3389,1,1,1,1,2,5,4,5,5,5,5,4,5,5,0,0.0,1
1249,Female,disloyal Customer,30,Business travel,Business,992,1,0,0,5,2,0,2,2,4,2,5,3,5,2,0,0.0,0
1250,Female,disloyal Customer,25,Business travel,Business,325,4,4,4,4,3,4,3,3,3,2,4,3,4,3,0,0.0,1
1251,Female,Loyal Customer,57,Business travel,Business,3898,5,5,5,5,3,4,4,4,4,4,4,4,4,5,5,0.0,1
1252,Male,Loyal Customer,60,Business travel,Eco,2615,4,1,1,1,4,4,4,4,1,2,4,2,3,4,0,0.0,0
1253,Female,disloyal Customer,38,Business travel,Eco,326,3,2,3,4,1,3,1,1,3,4,3,3,3,1,0,4.0,0
1254,Male,Loyal Customer,51,Personal Travel,Eco,427,5,4,5,2,2,5,2,2,3,2,5,4,5,2,0,0.0,1
1255,Female,Loyal Customer,49,Business travel,Business,3386,4,1,1,1,2,4,3,4,4,4,4,4,4,3,7,3.0,0
1256,Female,disloyal Customer,30,Business travel,Eco,2378,4,4,4,3,2,4,2,2,4,2,3,2,4,2,0,0.0,0
1257,Female,Loyal Customer,35,Business travel,Business,2454,2,2,2,2,4,4,4,4,2,5,2,4,1,4,3,15.0,1
1258,Male,Loyal Customer,39,Business travel,Business,764,2,2,2,2,4,5,4,4,4,3,4,3,4,4,0,0.0,1
1259,Female,Loyal Customer,31,Personal Travel,Eco,259,3,3,3,2,1,3,1,1,1,3,4,2,2,1,3,4.0,0
1260,Male,Loyal Customer,23,Personal Travel,Eco,1313,4,4,3,3,1,3,1,1,3,3,3,3,4,1,6,0.0,1
1261,Male,Loyal Customer,12,Personal Travel,Eco,362,5,5,2,3,4,2,4,4,5,2,4,3,4,4,0,0.0,1
1262,Female,disloyal Customer,25,Business travel,Business,600,4,2,4,3,3,4,3,3,3,4,4,4,5,3,28,17.0,1
1263,Male,Loyal Customer,60,Personal Travel,Eco,622,2,3,2,2,2,2,2,2,1,2,5,3,5,2,0,0.0,0
1264,Male,Loyal Customer,59,Business travel,Business,338,4,4,4,4,5,5,4,5,5,5,5,1,5,4,4,0.0,1
1265,Male,disloyal Customer,21,Business travel,Eco,896,4,4,4,4,2,4,2,2,5,2,1,1,4,2,0,0.0,1
1266,Female,Loyal Customer,40,Business travel,Business,534,3,5,3,3,4,4,5,5,5,5,5,4,5,3,3,0.0,1
1267,Male,Loyal Customer,22,Personal Travel,Eco,451,3,4,3,3,4,3,4,4,1,5,3,2,4,4,17,11.0,0
1268,Male,Loyal Customer,48,Business travel,Eco,1107,4,5,5,5,4,4,4,4,3,5,4,1,2,4,0,0.0,1
1269,Male,disloyal Customer,22,Business travel,Eco,369,3,5,2,3,3,2,3,3,3,3,4,5,4,3,0,0.0,0
1270,Male,Loyal Customer,54,Business travel,Business,2625,2,2,2,2,4,4,4,4,4,4,4,4,4,3,29,22.0,1
1271,Female,Loyal Customer,51,Business travel,Eco,125,5,3,3,3,5,1,2,5,5,5,5,3,5,1,3,0.0,1
1272,Female,Loyal Customer,48,Business travel,Business,2072,1,1,1,1,2,5,4,5,5,5,5,3,5,4,95,77.0,1
1273,Male,Loyal Customer,42,Business travel,Business,1833,4,4,5,4,3,4,5,4,4,4,5,4,4,4,0,0.0,1
1274,Female,Loyal Customer,20,Personal Travel,Business,1133,4,4,5,3,4,5,4,4,4,4,3,3,5,4,1,0.0,0
1275,Female,disloyal Customer,20,Business travel,Eco,502,1,3,1,3,1,1,1,1,2,1,4,3,3,1,0,0.0,0
1276,Male,Loyal Customer,25,Business travel,Business,591,1,1,1,1,5,4,5,5,4,2,5,4,5,5,1,0.0,1
1277,Female,Loyal Customer,53,Personal Travel,Eco,102,3,5,3,2,2,4,5,1,1,3,1,5,1,5,0,4.0,0
1278,Female,disloyal Customer,30,Business travel,Eco,258,3,0,3,3,3,3,3,3,2,3,4,1,2,3,0,0.0,0
1279,Female,Loyal Customer,60,Business travel,Eco,224,2,3,3,3,3,3,2,2,2,2,2,2,2,3,16,16.0,0
1280,Male,Loyal Customer,56,Business travel,Business,1389,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0.0,1
1281,Female,Loyal Customer,29,Business travel,Business,1663,1,1,1,1,3,3,3,3,3,4,4,4,4,3,0,0.0,1
1282,Female,Loyal Customer,55,Business travel,Business,1966,1,1,1,1,3,4,5,2,2,2,2,5,2,3,4,0.0,1
1283,Female,Loyal Customer,26,Business travel,Business,1613,3,3,3,3,4,4,4,4,5,3,4,4,1,4,0,0.0,1
1284,Male,Loyal Customer,33,Personal Travel,Eco,819,1,1,1,3,1,1,1,1,3,5,3,2,4,1,0,0.0,0
1285,Male,Loyal Customer,31,Business travel,Business,1671,4,4,5,4,4,4,4,4,5,2,4,5,5,4,16,44.0,1
1286,Male,Loyal Customer,33,Business travel,Business,1905,4,4,4,4,4,4,4,4,4,4,4,4,5,4,0,0.0,1
1287,Male,Loyal Customer,38,Business travel,Business,1642,1,3,3,3,1,1,1,4,4,2,2,1,2,1,156,155.0,0
1288,Male,Loyal Customer,9,Personal Travel,Business,451,3,2,3,4,2,3,5,2,2,2,3,1,4,2,9,10.0,0
1289,Female,Loyal Customer,46,Business travel,Business,3673,4,4,1,4,3,4,5,2,2,2,2,5,2,5,3,0.0,1
1290,Male,Loyal Customer,31,Business travel,Business,2422,4,4,4,4,5,5,5,5,5,4,5,4,4,5,0,0.0,1
1291,Female,Loyal Customer,11,Personal Travel,Eco Plus,834,3,4,3,5,1,3,1,1,4,4,4,4,5,1,0,0.0,0
1292,Female,Loyal Customer,40,Business travel,Business,507,1,4,4,4,2,4,3,1,1,2,1,1,1,1,0,0.0,0
1293,Male,Loyal Customer,58,Business travel,Business,2586,2,2,2,2,2,2,2,3,5,4,4,2,3,2,0,0.0,1
1294,Female,Loyal Customer,67,Personal Travel,Eco,2296,4,5,4,1,3,4,4,5,5,4,5,3,5,5,13,23.0,0
1295,Female,Loyal Customer,34,Business travel,Business,544,2,2,2,2,3,4,5,4,4,4,4,5,4,4,1,0.0,1
1296,Female,Loyal Customer,46,Business travel,Business,585,4,4,4,4,2,4,5,5,5,5,5,4,5,4,0,3.0,1
1297,Female,Loyal Customer,30,Business travel,Eco,2454,3,2,2,2,3,2,3,3,1,2,4,1,3,3,0,0.0,0
1298,Male,Loyal Customer,39,Business travel,Business,842,2,2,3,2,3,3,3,3,5,4,4,3,5,3,77,139.0,1
1299,Female,Loyal Customer,42,Business travel,Business,248,5,5,5,5,3,4,5,5,5,5,5,4,5,5,1,0.0,1
1300,Female,Loyal Customer,44,Business travel,Business,3578,2,5,2,2,4,5,4,4,4,4,4,3,4,3,14,4.0,1
1301,Male,Loyal Customer,55,Business travel,Eco,526,2,1,1,1,2,2,2,2,5,3,2,3,4,2,0,4.0,1
1302,Male,Loyal Customer,62,Personal Travel,Eco Plus,148,4,5,4,3,4,4,4,4,3,3,4,3,5,4,31,27.0,0
1303,Female,Loyal Customer,36,Business travel,Business,2550,3,3,3,3,4,4,5,5,5,5,5,3,5,5,5,13.0,1
1304,Male,Loyal Customer,26,Personal Travel,Eco,319,2,4,2,1,4,2,4,4,3,2,5,2,3,4,0,24.0,0
1305,Male,Loyal Customer,54,Business travel,Eco,2239,3,2,2,2,3,3,3,3,3,1,4,3,3,3,0,6.0,0
1306,Male,Loyal Customer,46,Personal Travel,Eco,519,3,4,3,1,3,3,3,3,4,4,5,5,4,3,0,0.0,0
1307,Male,Loyal Customer,48,Business travel,Eco,1183,2,2,2,2,2,2,2,2,2,5,2,3,3,2,42,22.0,0
1308,Female,disloyal Customer,34,Business travel,Business,390,1,2,2,5,2,2,2,2,3,3,5,4,4,2,0,0.0,0
1309,Male,disloyal Customer,26,Business travel,Eco,1135,2,2,2,4,4,2,4,4,1,2,3,2,4,4,2,0.0,0
1310,Female,Loyal Customer,25,Business travel,Eco,308,1,4,4,4,1,1,3,1,1,3,3,3,4,1,0,13.0,0
1311,Female,disloyal Customer,49,Business travel,Business,2565,4,4,4,3,1,4,1,1,5,3,3,3,5,1,1,0.0,1
1312,Female,disloyal Customer,26,Business travel,Eco,759,5,4,4,1,2,4,2,2,4,3,4,4,1,2,0,0.0,1
1313,Male,Loyal Customer,48,Business travel,Business,3134,3,3,3,3,2,5,5,3,3,4,3,4,3,4,0,0.0,1
1314,Female,Loyal Customer,58,Business travel,Business,1711,2,2,2,2,5,5,1,5,5,5,5,2,5,3,0,0.0,1
1315,Female,Loyal Customer,66,Personal Travel,Eco,1024,5,5,5,5,5,1,1,4,3,5,4,1,3,1,194,190.0,1
1316,Male,Loyal Customer,49,Business travel,Business,3858,0,0,0,3,2,5,5,1,1,1,1,5,1,4,36,30.0,1
1317,Male,Loyal Customer,21,Business travel,Business,1753,4,4,4,4,4,4,4,4,4,3,3,1,4,4,5,0.0,0
1318,Female,Loyal Customer,30,Business travel,Business,2586,1,1,1,1,4,4,4,5,4,4,4,4,5,4,0,0.0,1
1319,Male,Loyal Customer,38,Business travel,Business,303,3,3,3,3,1,3,1,5,5,5,5,2,5,5,35,36.0,1
1320,Female,disloyal Customer,28,Business travel,Eco,362,2,2,2,3,2,2,2,2,2,1,3,4,3,2,11,1.0,0
1321,Female,Loyal Customer,11,Personal Travel,Eco Plus,541,1,5,1,2,3,1,3,3,4,4,4,5,4,3,32,33.0,0
1322,Male,Loyal Customer,34,Business travel,Business,2954,2,2,2,2,5,4,4,5,5,5,5,3,5,4,0,0.0,1
1323,Male,disloyal Customer,25,Business travel,Business,214,2,5,2,4,2,2,2,2,5,3,4,3,5,2,0,0.0,0
1324,Female,Loyal Customer,49,Personal Travel,Business,1416,2,4,2,3,1,2,4,1,1,2,1,2,1,3,9,0.0,0
1325,Male,disloyal Customer,19,Personal Travel,Eco,1491,3,5,3,1,1,3,2,1,3,4,5,4,5,1,27,0.0,0
1326,Male,Loyal Customer,45,Personal Travel,Eco,1744,2,4,2,5,3,2,3,3,4,4,4,4,4,3,32,22.0,0
1327,Female,Loyal Customer,12,Personal Travel,Eco,283,3,5,3,2,2,3,2,2,5,3,5,3,4,2,0,0.0,0
1328,Female,Loyal Customer,12,Business travel,Eco,714,4,3,4,3,4,4,5,4,4,2,5,2,4,4,33,26.0,1
1329,Female,Loyal Customer,39,Business travel,Business,867,1,4,4,4,4,4,3,1,1,1,1,2,1,1,27,7.0,0
1330,Male,Loyal Customer,63,Personal Travel,Eco,909,4,3,4,4,5,4,5,5,2,2,3,3,3,5,3,4.0,0
1331,Male,Loyal Customer,38,Personal Travel,Eco,2704,3,3,2,5,1,2,1,1,4,3,4,3,5,1,32,0.0,0
1332,Male,Loyal Customer,12,Business travel,Business,711,2,2,2,2,2,2,2,2,1,2,3,4,4,2,9,0.0,0
1333,Male,disloyal Customer,22,Business travel,Eco,813,2,2,2,3,5,2,4,5,3,2,4,3,4,5,5,0.0,0
1334,Male,Loyal Customer,36,Personal Travel,Eco,507,3,2,3,4,1,3,1,1,1,2,3,1,3,1,1,0.0,0
1335,Male,Loyal Customer,39,Business travel,Business,2266,4,2,2,2,3,3,4,4,4,3,4,4,4,2,0,0.0,0
1336,Male,Loyal Customer,45,Business travel,Business,2237,1,1,1,1,1,4,5,4,4,4,4,4,4,3,0,0.0,1
1337,Male,Loyal Customer,37,Business travel,Business,3420,4,4,4,4,5,5,4,5,5,5,5,3,5,3,0,0.0,1
1338,Male,Loyal Customer,63,Business travel,Business,616,4,4,4,4,5,1,3,3,3,5,3,3,3,3,0,0.0,1
1339,Female,Loyal Customer,44,Business travel,Business,761,1,1,1,1,4,4,5,5,5,5,5,4,5,5,18,18.0,1
1340,Male,disloyal Customer,25,Business travel,Eco,1075,3,3,3,1,2,3,2,2,2,1,3,5,3,2,0,0.0,0
1341,Male,Loyal Customer,43,Business travel,Eco Plus,562,3,2,2,2,4,3,4,4,3,3,4,3,4,4,0,0.0,0
1342,Female,Loyal Customer,58,Business travel,Business,3427,2,2,2,2,1,2,3,5,5,5,5,3,5,4,30,29.0,1
1343,Female,Loyal Customer,41,Business travel,Business,3556,1,1,1,1,5,5,5,5,5,5,5,4,5,3,19,17.0,1
1344,Male,Loyal Customer,53,Business travel,Business,3778,4,4,3,4,4,2,5,4,4,4,4,1,4,5,0,0.0,1
1345,Female,disloyal Customer,55,Business travel,Business,923,3,3,3,1,1,3,3,1,5,2,4,5,5,1,0,0.0,1
1346,Male,Loyal Customer,9,Personal Travel,Business,594,4,1,4,2,2,4,2,2,2,5,1,3,1,2,4,0.0,1
1347,Male,Loyal Customer,31,Business travel,Business,895,3,3,5,3,4,4,4,4,3,3,5,5,4,4,10,0.0,1
1348,Female,Loyal Customer,7,Personal Travel,Eco,1744,1,2,1,3,4,1,4,4,2,4,4,4,4,4,15,0.0,0
1349,Female,Loyal Customer,9,Personal Travel,Eco,580,2,4,2,4,2,2,2,2,4,4,4,5,5,2,0,0.0,0
1350,Male,Loyal Customer,34,Personal Travel,Eco,546,1,2,1,4,2,1,2,2,2,3,4,4,4,2,0,5.0,0
1351,Female,Loyal Customer,38,Business travel,Business,2288,2,2,2,2,5,4,3,4,4,5,4,1,4,2,4,13.0,1
1352,Female,Loyal Customer,55,Personal Travel,Eco,223,1,4,1,2,5,1,3,1,1,1,1,5,1,1,0,0.0,0
1353,Male,Loyal Customer,59,Personal Travel,Business,578,4,4,4,2,2,5,5,1,1,4,1,5,1,3,20,21.0,0
1354,Male,Loyal Customer,16,Personal Travel,Eco,413,3,4,3,1,5,3,2,5,4,2,4,3,5,5,12,20.0,0
1355,Male,Loyal Customer,10,Personal Travel,Eco,201,2,3,0,3,1,0,1,1,1,4,4,2,4,1,0,0.0,0
1356,Female,Loyal Customer,60,Personal Travel,Eco,503,3,3,3,4,4,3,4,1,1,3,1,3,1,4,0,0.0,0
1357,Male,Loyal Customer,19,Business travel,Business,1028,4,4,4,4,5,5,5,5,3,3,2,4,1,5,0,0.0,1
1358,Male,Loyal Customer,35,Business travel,Eco Plus,200,2,2,2,2,2,2,2,2,1,1,3,1,3,2,0,0.0,0
1359,Female,Loyal Customer,18,Business travel,Business,2420,1,0,0,4,3,0,2,3,4,1,4,3,3,3,1,0.0,0
1360,Female,Loyal Customer,23,Personal Travel,Eco,466,4,4,5,1,1,5,1,1,3,2,5,5,4,1,0,0.0,1
1361,Female,Loyal Customer,60,Personal Travel,Business,1927,1,4,1,3,2,4,5,4,4,1,4,4,4,5,18,0.0,0
1362,Female,disloyal Customer,27,Business travel,Eco,127,3,3,3,3,3,3,3,3,4,2,3,3,3,3,0,0.0,0
1363,Male,Loyal Customer,39,Personal Travel,Eco Plus,196,1,4,1,3,5,1,5,5,3,2,5,5,5,5,0,0.0,0
1364,Male,Loyal Customer,14,Personal Travel,Eco,446,2,4,2,2,1,2,1,1,3,3,4,5,5,1,9,8.0,0
1365,Male,Loyal Customer,28,Personal Travel,Eco Plus,868,3,2,2,4,4,2,4,4,2,2,3,3,4,4,14,10.0,0
1366,Male,Loyal Customer,18,Personal Travel,Eco,484,3,2,3,3,2,3,4,2,1,5,3,2,2,2,10,13.0,0
1367,Female,Loyal Customer,52,Business travel,Business,2381,3,3,3,3,4,2,1,5,5,5,3,1,5,1,0,0.0,1
1368,Male,Loyal Customer,42,Business travel,Eco Plus,1635,1,2,2,2,1,1,1,1,3,2,4,2,3,1,12,6.0,0
1369,Male,Loyal Customer,19,Personal Travel,Eco,1084,2,1,2,4,1,2,1,1,1,1,4,4,3,1,0,0.0,0
1370,Male,Loyal Customer,48,Business travel,Business,2191,5,5,5,5,2,4,5,5,5,5,4,4,5,3,12,12.0,1
1371,Female,Loyal Customer,33,Personal Travel,Eco,1558,2,5,3,1,2,3,5,2,4,4,5,3,4,2,0,0.0,0
1372,Female,Loyal Customer,58,Personal Travel,Eco,931,4,5,5,1,4,4,4,2,2,5,2,5,2,3,44,44.0,1
1373,Female,Loyal Customer,46,Business travel,Business,3703,2,3,3,3,2,4,3,1,1,1,2,3,1,3,37,42.0,0
1374,Female,disloyal Customer,65,Business travel,Eco,240,1,4,1,3,5,1,5,5,3,5,3,2,4,5,0,0.0,0
1375,Female,Loyal Customer,29,Business travel,Business,3155,2,2,2,2,4,4,4,4,3,3,4,4,4,4,0,0.0,1
1376,Female,Loyal Customer,47,Business travel,Business,1686,3,3,3,3,1,5,3,4,4,4,4,5,4,4,0,0.0,1
1377,Female,Loyal Customer,13,Business travel,Business,534,4,4,4,4,5,5,5,5,3,5,2,2,1,5,2,0.0,1
1378,Female,Loyal Customer,64,Personal Travel,Eco,164,5,4,5,2,4,5,4,2,2,5,2,4,2,3,0,0.0,1
1379,Female,Loyal Customer,19,Personal Travel,Eco,867,3,4,3,3,2,3,2,2,4,3,5,1,5,2,0,0.0,0
1380,Male,Loyal Customer,48,Business travel,Business,1754,5,5,5,5,4,4,4,5,5,5,5,3,5,5,67,74.0,1
1381,Male,Loyal Customer,13,Personal Travel,Eco,414,3,3,3,4,5,3,3,5,1,1,4,2,4,5,11,7.0,0
1382,Male,Loyal Customer,66,Personal Travel,Eco,369,3,5,3,3,1,3,2,1,4,1,2,2,3,1,20,8.0,0
1383,Male,Loyal Customer,46,Business travel,Business,113,3,3,3,3,3,5,5,5,5,5,5,4,5,3,9,3.0,1
1384,Female,Loyal Customer,48,Business travel,Business,2949,2,2,2,2,3,5,5,4,4,4,4,5,4,3,0,0.0,1
